portfolio_set,model,asset,family,decile,n_assets,beta_rate,lambda_rate_full,lambda_rate_leave_one_out,delta_lambda_rate,shanken_se_lambda_rate_full,shanken_se_lambda_rate_leave_one_out,standardized_dfbeta,abs_standardized_dfbeta,reaches_threshold,role
all_seven_families_joint,market_plus_fedfunds_innovation,ppe_investment__decile_05,ppe_investment,decile_05,70,0.07443733004356168,-0.6984645567038997,-0.6993291967659426,0.0008646400620428984,0.2442575678446596,0.24529297947767065,0.0035398701038110037,0.0035398701038110037,False,confirmatory
all_seven_families_joint,market_plus_fedfunds_innovation,ppe_investment__decile_06,ppe_investment,decile_06,70,-0.16313908625298454,-0.6984645567038997,-0.6993522173854457,0.0008876606815459986,0.2442575678446596,0.245782491294807,0.0036341174170313687,0.0036341174170313687,False,confirmatory
all_seven_families_joint,market_plus_fedfunds_innovation,ppe_investment__decile_07,ppe_investment,decile_07,70,0.047641288964805344,-0.6984645567038997,-0.697490013282193,-0.000974543421706775,0.2442575678446596,0.24362487418789588,-0.003989818740545861,0.003989818740545861,False,confirmatory
all_seven_families_joint,market_plus_fedfunds_innovation,ppe_investment__decile_08,ppe_investment,decile_08,70,0.05574154109652549,-0.6984645567038997,-0.7014662298543306,0.0030016731504308725,0.2442575678446596,0.2438969597040763,0.012288966834959421,0.012288966834959421,False,confirmatory
all_seven_families_joint,market_plus_fedfunds_innovation,ppe_investment__decile_09,ppe_investment,decile_09,70,0.23459037826281948,-0.6984645567038997,-0.6896330111487249,-0.008831545555174847,0.2442575678446596,0.24154952353018805,-0.03615669161494084,0.03615669161494084,False,confirmatory
all_seven_families_joint,market_plus_fedfunds_innovation,ppe_investment__decile_10,ppe_investment,decile_10,70,0.23262871276916336,-0.6984645567038997,-0.681989273185326,-0.016475283518573747,0.2442575678446596,0.24209623648106582,-0.0674504526674544,0.0674504526674544,False,confirmatory
book_to_market,market_plus_fedfunds_innovation,book_to_market__decile_01,book_to_market,decile_01,10,0.2871017855470292,-0.7601301178391229,-0.6722303759801259,-0.08789974185899696,0.3655866306175382,0.35260812693990706,-0.24043478206661795,0.24043478206661795,False,descriptive
book_to_market,market_plus_fedfunds_innovation,book_to_market__decile_02,book_to_market,decile_02,10,0.075350099152168,-0.7601301178391229,-0.763030705786308,0.0029005879471851737,0.3655866306175382,0.36231952601873707,0.007934064608121981,0.007934064608121981,False,descriptive
book_to_market,market_plus_fedfunds_innovation,book_to_market__decile_03,book_to_market,decile_03,10,-0.21008890642284012,-0.7601301178391229,-0.7900657891985207,0.029935671359397786,0.3655866306175382,0.39000837660297716,0.08188393352577289,0.08188393352577289,False,descriptive
book_to_market,market_plus_fedfunds_innovation,book_to_market__decile_04,book_to_market,decile_04,10,-0.08599743601653978,-0.7601301178391229,-0.7559398304724088,-0.004190287366714118,0.3655866306175382,0.36433688971361705,-0.011461817845023512,0.011461817845023512,False,descriptive
