regime_id,asset,reference_premium,regime_premium,change,change_global_innovation_sensitivity
elb_qe,portfolio_excess_return__book_to_market__decile_01,-0.2343091208420879,0.01596948130548443,0.25027860214757236,0.25484926925276163
elb_qe,portfolio_excess_return__book_to_market__decile_02,-0.0665657000848378,-0.02683890206047916,0.039726798024358634,0.03802413645476742
elb_qe,portfolio_excess_return__book_to_market__decile_03,0.13918520583631575,-0.010489810032613895,-0.14967501586892965,-0.14903311977711678
elb_qe,portfolio_excess_return__book_to_market__decile_04,0.06045097809114011,-0.019020795065441673,-0.07947177315658178,-0.08574012274208703
elb_qe,portfolio_excess_return__book_to_market__decile_05,-0.009710015869941455,-0.032541349470637346,-0.02283133360069589,-0.032375375539197546
elb_qe,portfolio_excess_return__book_to_market__decile_06,0.01062171866102621,0.015218514354314655,0.004596795693288445,0.0021571605625734444
elb_qe,portfolio_excess_return__book_to_market__decile_07,0.3037499588850284,-0.029772286204592577,-0.33352224508962103,-0.34556183421568554
elb_qe,portfolio_excess_return__book_to_market__decile_08,0.13418857341607818,0.010744176599532033,-0.12344439681654615,-0.13356906721498468
elb_qe,portfolio_excess_return__book_to_market__decile_09,0.2567196164915068,0.023912845819811332,-0.23280677067169547,-0.23479237117618768
elb_qe,portfolio_excess_return__book_to_market__decile_10,0.3718132982691797,-0.05199253785729927,-0.423805836126479,-0.44713411690563165
elb_qe,portfolio_excess_return__earnings_to_price__decile_01,-0.29210338357721527,-0.011240663975050679,0.2808627196021646,0.2687857743811432
elb_qe,portfolio_excess_return__earnings_to_price__decile_02,-0.1669725075285646,0.02196356044258332,0.18893606797114793,0.18077936511249554
elb_qe,portfolio_excess_return__earnings_to_price__decile_03,0.08220187388359713,0.043982979329383186,-0.03821889455421395,-0.03584108408830493
elb_qe,portfolio_excess_return__earnings_to_price__decile_04,0.033599175253060415,0.011237146610932827,-0.022362028642127586,-0.02200374005720627
elb_qe,portfolio_excess_return__earnings_to_price__decile_05,0.13674673291175138,0.0025473504271366406,-0.13419938248461474,-0.12527044952621613
elb_qe,portfolio_excess_return__earnings_to_price__decile_06,0.182214632226684,-0.02715040045527864,-0.20936503268196263,-0.21187157492073716
elb_qe,portfolio_excess_return__earnings_to_price__decile_07,0.14981837666191491,0.018729809765164467,-0.13108856689675044,-0.12323696888487914
elb_qe,portfolio_excess_return__earnings_to_price__decile_08,0.20037318627173545,-0.06277395630731937,-0.2631471425790548,-0.27326716902563636
elb_qe,portfolio_excess_return__earnings_to_price__decile_09,0.40428478461751544,-0.07680139622043244,-0.48108618083794785,-0.4816054952717112
elb_qe,portfolio_excess_return__earnings_to_price__decile_10,0.1770060819924158,-0.06973555884201882,-0.24674164083443462,-0.2531817506609656
elb_qe,portfolio_excess_return__equity_duration__decile_01,0.2205248684913385,-0.029727470000626654,-0.25025233849196515,-0.267420383667924
elb_qe,portfolio_excess_return__equity_duration__decile_02,0.46203026911881867,-0.06517053329445545,-0.5272008024132742,-0.5415057758106486
elb_qe,portfolio_excess_return__equity_duration__decile_03,0.16874074007744896,0.03422705998497088,-0.13451368009247808,-0.1296251499711713
elb_qe,portfolio_excess_return__equity_duration__decile_04,0.22430430866195392,-0.05790457007933576,-0.2822088787412897,-0.2978161518470831
elb_qe,portfolio_excess_return__equity_duration__decile_05,0.035131040438289435,-0.026373035747668094,-0.06150407618595753,-0.06465184410164387
elb_qe,portfolio_excess_return__equity_duration__decile_06,0.06851078347220695,-0.02416790510395657,-0.09267868857616351,-0.08539859510850878
elb_qe,portfolio_excess_return__equity_duration__decile_07,0.020187826983483273,-0.05579432479753602,-0.0759821517810193,-0.08633086594631756
elb_qe,portfolio_excess_return__equity_duration__decile_08,0.0829092631136169,-0.008191309429882117,-0.09110057254349901,-0.09303684900499291
elb_qe,portfolio_excess_return__equity_duration__decile_09,-0.14718274714102547,0.06549225205017124,0.2126749991911967,0.21741730624254177
elb_qe,portfolio_excess_return__equity_duration__decile_10,-0.2904611372380263,0.04367289577175347,0.3341340330097798,0.3301640323352375
elb_qe,portfolio_excess_return__inventory_growth__decile_01,-0.10412057702982783,0.024586598219996376,0.1287071752498242,0.11728932395425352
elb_qe,portfolio_excess_return__inventory_growth__decile_02,0.02825876609842388,0.016291649171153468,-0.011967116927270413,-0.012198610449215355
elb_qe,portfolio_excess_return__inventory_growth__decile_03,0.048061507368505174,-0.012568828584962595,-0.06063033595346777,-0.07213465193961449
elb_qe,portfolio_excess_return__inventory_growth__decile_04,0.19664079598082185,-0.006393357463002235,-0.20303415344382408,-0.19611435982697079
elb_qe,portfolio_excess_return__inventory_growth__decile_05,0.30046655393491783,0.007910583626086442,-0.2925559703088314,-0.2829293218293448
elb_qe,portfolio_excess_return__inventory_growth__decile_06,0.132395393341303,-0.017985406851911915,-0.15038080019321493,-0.156165365497413
elb_qe,portfolio_excess_return__inventory_growth__decile_07,-0.1518490736397487,0.004516271173161743,0.15636534481291045,0.15819841166614296
elb_qe,portfolio_excess_return__inventory_growth__decile_08,-0.0017979316706836538,-0.004443477213972239,-0.002645545543288585,-0.002546135619520612
elb_qe,portfolio_excess_return__inventory_growth__decile_09,-0.13853407225206735,-0.06529784523213855,0.0732362270199288,0.04947608878878676
elb_qe,portfolio_excess_return__inventory_growth__decile_10,-0.32875677151545984,-0.003124470494281688,0.3256323010211782,0.3273405041117676
elb_qe,portfolio_excess_return__investment_to_assets__decile_01,0.08949710186030552,0.04215283266245482,-0.047344269197850695,-0.06308180404735471
elb_qe,portfolio_excess_return__investment_to_assets__decile_02,0.26861681256906395,0.041096363360025284,-0.22752044920903866,-0.23858351906879835
elb_qe,portfolio_excess_return__investment_to_assets__decile_03,0.1145221620147653,0.02609121965783245,-0.08843094235693284,-0.07673042403480529
elb_qe,portfolio_excess_return__investment_to_assets__decile_04,0.06717247576722439,-0.03452062468715991,-0.1016931004543843,-0.12193292043222081
elb_qe,portfolio_excess_return__investment_to_assets__decile_05,0.23744909977794793,0.03725787941173435,-0.20019122036621356,-0.19705964109658541
elb_qe,portfolio_excess_return__investment_to_assets__decile_06,0.0595831797644159,-0.0068891161987939846,-0.06647229596320989,-0.06748511032965952
elb_qe,portfolio_excess_return__investment_to_assets__decile_07,0.0193438909523264,-0.01766833120541278,-0.03701222215773918,-0.04063281737723684
elb_qe,portfolio_excess_return__investment_to_assets__decile_08,0.004480121603785532,-0.0370518043357591,-0.041531925939544634,-0.04331376561648286
elb_qe,portfolio_excess_return__investment_to_assets__decile_09,-0.17742982940410001,-0.048201014763741834,0.12922881464035818,0.1279554820378213
elb_qe,portfolio_excess_return__investment_to_assets__decile_10,-0.28745509469532715,0.006126138597349369,0.29358123329267655,0.2937151043085714
elb_qe,portfolio_excess_return__long_term_reversal__decile_01,0.1096840422886225,0.03203943174025075,-0.07764461054837174,-0.09644966592584141
elb_qe,portfolio_excess_return__long_term_reversal__decile_02,0.30285487155383506,0.03466335850784458,-0.2681915130459905,-0.2661406486268348
elb_qe,portfolio_excess_return__long_term_reversal__decile_03,0.2859329888265479,0.008218949713786464,-0.27771403911276143,-0.2808621005526934
elb_qe,portfolio_excess_return__long_term_reversal__decile_04,0.18019487230354256,-0.03026085714376877,-0.21045572944731133,-0.21332033094813907
elb_qe,portfolio_excess_return__long_term_reversal__decile_05,0.11823669247868603,0.045948895902876374,-0.07228779657580965,-0.07540708577105712
elb_qe,portfolio_excess_return__long_term_reversal__decile_06,0.036950724369323264,0.027202936357187027,-0.009747788012136237,-0.006367581389168396
elb_qe,portfolio_excess_return__long_term_reversal__decile_07,0.04271195151728791,-0.009073030845219349,-0.05178498236250726,-0.05171901742963585
elb_qe,portfolio_excess_return__long_term_reversal__decile_08,0.239597294309343,-0.036822231592001584,-0.2764195259013446,-0.26926995842853585
elb_qe,portfolio_excess_return__long_term_reversal__decile_09,-0.03664104416010511,-0.044614601379236854,-0.007973557219131747,-0.01705296948549826
elb_qe,portfolio_excess_return__long_term_reversal__decile_10,-0.2659371494239093,-0.015957484639169118,0.24997966478474015,0.2469953844732347
elb_qe,portfolio_excess_return__ppe_investment__decile_01,0.1333331087866471,0.017209596113449417,-0.11612351267319768,-0.13727681849239312
elb_qe,portfolio_excess_return__ppe_investment__decile_02,0.09125616713026469,-0.03542688350383459,-0.1266830506340993,-0.1367447696005853
elb_qe,portfolio_excess_return__ppe_investment__decile_03,0.03436955209047342,-0.012025916254613096,-0.04639546834508651,-0.05475496251709972
elb_qe,portfolio_excess_return__ppe_investment__decile_04,0.20502849081866467,0.01111197566231984,-0.19391651515634484,-0.19155415573535545
elb_qe,portfolio_excess_return__ppe_investment__decile_05,-0.04465364560520839,0.007593741944528674,0.05224738754973706,0.05053290601201426
elb_qe,portfolio_excess_return__ppe_investment__decile_06,0.11890137939423732,0.002131756026644397,-0.11676962336759293,-0.11571809601076974
elb_qe,portfolio_excess_return__ppe_investment__decile_07,-0.034225811768930796,-0.04807107860120857,-0.013845266832277776,-0.014713561783991663
elb_qe,portfolio_excess_return__ppe_investment__decile_08,-0.07056651430889695,0.013478807928452394,0.08404532223734934,0.10059744808146151
