regime_id,reference_regime,estimand,point_change,lower_90,upper_90,bound,one_sided_bound,tost_5pct_90pct_interval_passes,decision_category,strict_95pct_interval_sensitivity_passes,rule,sensitivity_rule
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__investment_to_assets__decile_10,0.29358123329267655,0.03772129610284833,0.40989546010991706,0.25,False,False,inconclusive,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__long_term_reversal__decile_01,-0.07764461054837174,-0.6268217019075317,0.18224099791389306,0.25,False,False,inconclusive,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__long_term_reversal__decile_02,-0.2681915130459905,-0.6170408233172482,-0.05029619352747024,0.25,False,False,inconclusive,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__long_term_reversal__decile_03,-0.27771403911276143,-0.4724307401522742,-0.049293707820641096,0.25,False,False,inconclusive,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__long_term_reversal__decile_04,-0.21045572944731133,-0.35989926156249613,0.025305930589005505,0.25,False,False,inconclusive,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__long_term_reversal__decile_05,-0.07228779657580965,-0.3538183428081358,0.0919056338916574,0.25,False,False,inconclusive,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__long_term_reversal__decile_06,-0.009747788012136237,-0.21628229108385522,0.08335160980720174,0.25,False,True,equivalent_within_bound,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__long_term_reversal__decile_07,-0.05178498236250726,-0.2559285097661143,0.19159978831225224,0.25,False,False,inconclusive,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__long_term_reversal__decile_08,-0.2764195259013446,-0.3980352265423233,0.07084091823441536,0.25,False,False,inconclusive,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__long_term_reversal__decile_09,-0.007973557219131747,-0.15228201103331013,0.21817549648999027,0.25,False,True,equivalent_within_bound,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__long_term_reversal__decile_10,0.24997966478474015,0.006132774039490869,0.4480588166359306,0.25,False,False,inconclusive,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__ppe_investment__decile_01,-0.11612351267319768,-0.33629437696802633,0.04855789695965171,0.25,False,False,inconclusive,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__ppe_investment__decile_02,-0.1266830506340993,-0.19213457991793162,0.12653122632929775,0.25,False,True,equivalent_within_bound,True,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__ppe_investment__decile_03,-0.04639546834508651,-0.17326367511381102,0.1266983524976632,0.25,False,True,equivalent_within_bound,True,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__ppe_investment__decile_04,-0.19391651515634484,-0.2840291046067073,0.017289792221342262,0.25,False,False,inconclusive,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__ppe_investment__decile_05,0.05224738754973706,-0.11338850472282168,0.21370707031378355,0.25,False,True,equivalent_within_bound,True,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__ppe_investment__decile_06,-0.11676962336759293,-0.23469306771510154,0.04728345032102554,0.25,False,True,equivalent_within_bound,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__ppe_investment__decile_07,-0.013845266832277776,-0.11334253414651371,0.14516626203264987,0.25,False,True,equivalent_within_bound,True,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__ppe_investment__decile_08,0.08404532223734934,-0.09153962698758988,0.24551592836550137,0.25,False,True,equivalent_within_bound,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__ppe_investment__decile_09,0.18010884769696717,-0.046481535151022414,0.3007843118613382,0.25,False,False,inconclusive,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,fitted_premium_change__portfolio_excess_return__ppe_investment__decile_10,0.1197199841144591,-0.12156043492636567,0.3516140164741073,0.25,False,False,inconclusive,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,dispersion_relative_change,-0.8102682922910951,-0.9718462874673494,0.2391342809682298,0.25,False,False,inconclusive,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,rmse_relative_deterioration,1.1222738590421573,0.11355576866647757,1.3591731159900724,0.1,True,False,difference_exceeds_bound,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,max_abs_error_deterioration,0.3034740241324636,0.0359041495083372,0.6198144508794872,0.25,True,False,inconclusive,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
elb_qe,conventional_pre_elb,article_fit_deterioration,0.7676492489315593,-0.3474115332960678,1.2366706936284768,0.1,True,False,inconclusive,False,tost_5pct_90pct_interval,strict_95pct_interval_sensitivity
