asset,test,restricted_parameters,statistic,p_value,df,nobs,holm_p_value,family,significant_holm_5pct,shift_months,boundary_rule,verdict,scope,evidence_class,hypothesis,replication_status
portfolio_excess_return__long_term_reversal__decile_02,joint_rate_beta_regime_interactions,5.0,64.48372388339003,1.434085466963374e-12,5.0,648.0,1.606175722998979e-10,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_03,joint_regime_factor_interactions,10.0,30.543546046211205,0.0006976788090398098,10.0,648.0,0.033488582833910874,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_03,joint_rate_beta_regime_interactions,5.0,5.796310969873977,0.3265460229453943,5.0,648.0,1.0,regime_stability,False,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_04,joint_regime_factor_interactions,10.0,103.17229802369255,1.2608400857837556e-17,10.0,648.0,1.6012669089453695e-15,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_04,joint_rate_beta_regime_interactions,5.0,46.185554102307755,8.32540358808185e-09,5.0,648.0,7.742625336916121e-07,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_05,joint_regime_factor_interactions,10.0,65.27777527924064,3.5863855909383606e-10,10.0,648.0,3.658113302757128e-08,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_05,joint_rate_beta_regime_interactions,5.0,6.687468235907469,0.24494037175653,5.0,648.0,1.0,regime_stability,False,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_06,joint_regime_factor_interactions,10.0,46.55359077319904,1.1382058688362497e-06,10.0,648.0,8.878005776922747e-05,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_06,joint_rate_beta_regime_interactions,5.0,28.969257105316036,2.351181824170086e-05,5.0,648.0,0.001387197276260351,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_07,joint_regime_factor_interactions,10.0,41.50513503860875,9.181805637365136e-06,10.0,648.0,0.0005784537551540036,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_07,joint_rate_beta_regime_interactions,5.0,5.806038965993322,0.3255520443524912,5.0,648.0,1.0,regime_stability,False,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_08,joint_regime_factor_interactions,10.0,48.22596285153392,5.643991229340374e-07,10.0,648.0,4.515192983472299e-05,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_08,joint_rate_beta_regime_interactions,5.0,17.788389357164892,0.003223644715359935,5.0,648.0,0.11927485446831759,regime_stability,False,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_09,joint_regime_factor_interactions,10.0,97.70690168371739,1.566250855078676e-16,10.0,648.0,1.9421510602975584e-14,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_09,joint_rate_beta_regime_interactions,5.0,49.37945064257225,1.856244668946519e-09,5.0,648.0,1.7819948821886584e-07,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_10,joint_regime_factor_interactions,10.0,91.09453482659777,3.248439709786063e-15,10.0,648.0,3.8981276517432754e-13,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_10,joint_rate_beta_regime_interactions,5.0,41.69240724097391,6.797869674983296e-08,5.0,648.0,5.778189223735802e-06,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_01,joint_regime_factor_interactions,10.0,54.079668748441456,4.689256461895621e-08,10.0,648.0,4.07965312184919e-06,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_01,joint_rate_beta_regime_interactions,5.0,17.73750638625149,0.003294027521796811,5.0,648.0,0.11927485446831759,regime_stability,False,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_02,joint_regime_factor_interactions,10.0,91.92303683102617,2.2240146924612054e-15,10.0,648.0,2.6910577778780585e-13,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_02,joint_rate_beta_regime_interactions,5.0,49.585949014337956,1.6842466205142055e-09,5.0,648.0,1.6505616881039215e-07,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_03,joint_regime_factor_interactions,10.0,65.77089222761025,2.8855530292872833e-10,10.0,648.0,2.9721196201659018e-08,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_03,joint_rate_beta_regime_interactions,5.0,43.65430438904336,2.7223115478087523e-08,5.0,648.0,2.4228572775497897e-06,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_04,joint_regime_factor_interactions,10.0,56.46162802304119,1.6820856317214986e-08,10.0,648.0,1.5475187811837787e-06,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_04,joint_rate_beta_regime_interactions,5.0,10.208362991679321,0.06954211078555336,5.0,648.0,1.0,regime_stability,False,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_05,joint_regime_factor_interactions,10.0,22.68175056143229,0.011984245092004953,10.0,648.0,0.33364699068591624,regime_stability,False,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_05,joint_rate_beta_regime_interactions,5.0,13.231685703435142,0.021301707184167865,5.0,648.0,0.5112409724200287,regime_stability,False,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_06,joint_regime_factor_interactions,10.0,25.578223297365458,0.004350840929285038,10.0,648.0,0.14500197298684686,regime_stability,False,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_06,joint_rate_beta_regime_interactions,5.0,20.040282407708673,0.001228163465312235,5.0,648.0,0.0528110290084261,regime_stability,False,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_07,joint_regime_factor_interactions,10.0,16.713420455970375,0.08095069323434548,10.0,648.0,1.0,regime_stability,False,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_07,joint_rate_beta_regime_interactions,5.0,13.449611360126724,0.019510691466470987,5.0,648.0,0.48776728666177466,regime_stability,False,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_08,joint_regime_factor_interactions,10.0,78.46393100696488,1.0034810321671764e-12,10.0,648.0,1.1339335663489093e-10,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_08,joint_rate_beta_regime_interactions,5.0,12.718061519711146,0.026169067305651557,5.0,648.0,0.584284991508439,regime_stability,False,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_09,joint_regime_factor_interactions,10.0,43.11206141516417,4.748757594406657e-06,10.0,648.0,0.00032766427401405935,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_09,joint_rate_beta_regime_interactions,5.0,7.150046503671498,0.20971820420104403,5.0,648.0,1.0,regime_stability,False,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_10,joint_regime_factor_interactions,10.0,77.28775898380594,1.7036551357532028e-12,10.0,648.0,1.8910572006860552e-10,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_10,joint_rate_beta_regime_interactions,5.0,38.62880561447678,2.820459111576024e-07,5.0,648.0,2.3127764714923398e-05,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,asset,confirmatory,H3,documented_reconstruction
equal_weighted_test_assets,joint_regime_factor_interactions,10.0,35.99360485685759,8.438937234966364e-05,10.0,648.0,0.004515546886699017,regime_stability,True,-3,registered_boundaries_shifted_-3_months,unstable,equal_weighted_aggregate,confirmatory,H3,documented_reconstruction
equal_weighted_test_assets,joint_rate_beta_regime_interactions,5.0,19.435161837730842,0.0015943896214720297,5.0,648.0,0.06536997448035321,regime_stability,False,-3,registered_boundaries_shifted_-3_months,unstable,equal_weighted_aggregate,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_01,joint_regime_factor_interactions,10.0,70.19098454589098,4.0728013969546236e-11,10.0,648.0,4.928089690315095e-09,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_01,joint_rate_beta_regime_interactions,5.0,22.862792330745087,0.00035857416372196503,5.0,648.0,0.024741617296815586,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_02,joint_regime_factor_interactions,10.0,32.25758178354826,0.0003627136598224824,10.0,648.0,0.024741617296815586,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_02,joint_rate_beta_regime_interactions,5.0,17.879404897634224,0.0031014035693366564,5.0,648.0,0.15507017846683283,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_03,joint_regime_factor_interactions,10.0,36.34382498538278,7.345723045834641e-05,10.0,648.0,0.005509292284375981,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_03,joint_rate_beta_regime_interactions,5.0,3.3311930700583368,0.6490695284498851,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_04,joint_regime_factor_interactions,10.0,32.61457600630405,0.0003161200113713596,10.0,648.0,0.022128400795995172,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_04,joint_rate_beta_regime_interactions,5.0,9.08642161769825,0.10566634460369739,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_05,joint_regime_factor_interactions,10.0,101.18188547582145,3.160232645495949e-17,10.0,648.0,4.234711744964572e-15,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_05,joint_rate_beta_regime_interactions,5.0,32.93074599993405,3.884491935716129e-06,5.0,648.0,0.0003496042742144516,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_06,joint_regime_factor_interactions,10.0,41.2441582481034,1.0214531559221132e-05,10.0,648.0,0.0008682351825337962,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_06,joint_rate_beta_regime_interactions,5.0,17.08822563707042,0.004335478530913475,5.0,648.0,0.19509653389110637,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_07,joint_regime_factor_interactions,10.0,73.22575423494808,1.0526146896950581e-11,10.0,648.0,1.3157683621188226e-09,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_07,joint_rate_beta_regime_interactions,5.0,19.414040803790886,0.0016089453847436127,5.0,648.0,0.08771591367133283,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_08,joint_regime_factor_interactions,10.0,39.77773498769675,1.854172498362118e-05,10.0,648.0,0.0015389631736405578,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_08,joint_rate_beta_regime_interactions,5.0,26.192638205207146,8.187753177484481e-05,5.0,648.0,0.006058937351338516,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_09,joint_regime_factor_interactions,10.0,39.55865898017726,2.0260820761857227e-05,10.0,648.0,0.0016613873024722927,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_09,joint_rate_beta_regime_interactions,5.0,26.467773373678945,7.239879151329078e-05,5.0,648.0,0.005502308155010099,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_10,joint_regime_factor_interactions,10.0,110.00376386400342,5.326422821895953e-19,10.0,648.0,7.297199265997456e-17,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_10,joint_rate_beta_regime_interactions,5.0,85.53842714308514,5.804540498045692e-17,5.0,648.0,7.72003886240077e-15,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_01,joint_regime_factor_interactions,10.0,26.345074006256137,0.003302777425749155,10.0,648.0,0.16183609386170858,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_01,joint_rate_beta_regime_interactions,5.0,7.369578132775914,0.19457296909881958,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_02,joint_regime_factor_interactions,10.0,101.4738573946918,2.761983971629503e-17,10.0,648.0,3.728678361699829e-15,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_02,joint_rate_beta_regime_interactions,5.0,9.960094668568338,0.07637387446720764,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_03,joint_regime_factor_interactions,10.0,62.647735910929946,1.1394406417333602e-09,10.0,648.0,1.344539957245365e-07,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_03,joint_rate_beta_regime_interactions,5.0,14.376909068393584,0.013384443538179283,5.0,648.0,0.5219932979889921,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_04,joint_regime_factor_interactions,10.0,10.949996118117053,0.36142703320382413,10.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_04,joint_rate_beta_regime_interactions,5.0,3.232052224426104,0.6642594188004779,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_05,joint_regime_factor_interactions,10.0,103.8471161145983,9.230460552353221e-18,10.0,648.0,1.2553426351200381e-15,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_05,joint_rate_beta_regime_interactions,5.0,45.866141127502665,9.670211310147917e-09,5.0,648.0,1.0830636667365667e-06,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_06,joint_regime_factor_interactions,10.0,52.1916522467557,1.051574935814618e-07,10.0,648.0,1.0831221838890565e-05,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_06,joint_rate_beta_regime_interactions,5.0,7.417299642815437,0.1914084306895739,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_07,joint_regime_factor_interactions,10.0,10.815795559853294,0.3720482652676566,10.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_07,joint_rate_beta_regime_interactions,5.0,2.376988952386444,0.7948959173967435,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_08,joint_regime_factor_interactions,10.0,72.11424315289466,1.7291393789196335e-11,10.0,648.0,2.1268414360711492e-09,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_08,joint_rate_beta_regime_interactions,5.0,30.801374610679563,1.0252203654556273e-05,5.0,648.0,0.0008682351825337962,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_09,joint_regime_factor_interactions,10.0,48.59014057782871,4.841645423000325e-07,10.0,648.0,4.7932289687703216e-05,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_09,joint_rate_beta_regime_interactions,5.0,22.107121216109334,0.0004996071890766314,5.0,648.0,0.0334736816681343,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_10,joint_regime_factor_interactions,10.0,60.88064956751736,2.4683968349455156e-09,10.0,648.0,2.8633403285367984e-07,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_10,joint_rate_beta_regime_interactions,5.0,41.55043787773581,7.26244906895793e-08,5.0,648.0,7.698196013095405e-06,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_01,joint_regime_factor_interactions,10.0,55.27884373109851,2.8010140021271944e-08,10.0,648.0,3.02509512229737e-06,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_01,joint_rate_beta_regime_interactions,5.0,35.833733780713025,1.025389075811206e-06,5.0,648.0,9.536118405044216e-05,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_02,joint_regime_factor_interactions,10.0,53.355170581415706,6.396331325027315e-08,10.0,648.0,6.844074517779227e-06,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_02,joint_rate_beta_regime_interactions,5.0,28.331487300121914,3.1350793850560405e-05,5.0,648.0,0.002476712714194272,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_03,joint_regime_factor_interactions,10.0,126.20869523778707,2.767679422560592e-22,10.0,648.0,3.8747511915848284e-20,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_03,joint_rate_beta_regime_interactions,5.0,103.76340116339988,8.500481434233825e-21,5.0,648.0,1.1815669193585016e-18,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_04,joint_regime_factor_interactions,10.0,34.792430370586594,0.0001354678501373688,10.0,648.0,0.009753685209890553,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_04,joint_rate_beta_regime_interactions,5.0,4.871590171627873,0.4317518185739393,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_05,joint_regime_factor_interactions,10.0,29.054054661763402,0.0012211819538625259,10.0,648.0,0.07204973527788902,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_05,joint_rate_beta_regime_interactions,5.0,8.364749121852734,0.13724630582421507,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_06,joint_regime_factor_interactions,10.0,24.30203653295372,0.006837809142309539,10.0,648.0,0.2940257931193102,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_06,joint_rate_beta_regime_interactions,5.0,6.467938552697833,0.26330988292448676,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_07,joint_regime_factor_interactions,10.0,43.45058110858691,4.130249679944112e-06,10.0,648.0,0.000367592221515026,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_07,joint_rate_beta_regime_interactions,5.0,26.15163998846474,8.339147889858306e-05,5.0,648.0,0.006087577959596564,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_08,joint_regime_factor_interactions,10.0,31.315941138031445,0.000520214058568765,10.0,648.0,0.034334127865538494,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_08,joint_rate_beta_regime_interactions,5.0,21.411250908225792,0.000677203112695262,5.0,648.0,0.04198659298710625,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_09,joint_regime_factor_interactions,10.0,56.81867236096861,1.4416335645218878e-08,10.0,648.0,1.6002132566192954e-06,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_09,joint_rate_beta_regime_interactions,5.0,11.828147186216649,0.03721996663839525,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_10,joint_regime_factor_interactions,10.0,19.108507974492387,0.03890591577093943,10.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_10,joint_rate_beta_regime_interactions,5.0,3.154357505373586,0.6762022938639184,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_01,joint_regime_factor_interactions,10.0,60.203450311274544,3.3167897224771636e-09,10.0,648.0,3.814308180848738e-07,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_01,joint_rate_beta_regime_interactions,5.0,36.11693654408691,9.000022479322377e-07,5.0,648.0,8.550021355356259e-05,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_02,joint_regime_factor_interactions,10.0,46.85880849458734,1.0017756536272264e-06,10.0,648.0,9.416691144095928e-05,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_02,joint_rate_beta_regime_interactions,5.0,19.78482058329047,0.001371401401696754,5.0,648.0,0.07816987989671498,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_03,joint_regime_factor_interactions,10.0,38.67520244820776,2.8937317427814673e-05,10.0,648.0,0.0023149853942251736,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_03,joint_rate_beta_regime_interactions,5.0,15.84849249856944,0.007290213837550491,5.0,648.0,0.30288472746594325,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_04,joint_regime_factor_interactions,10.0,172.2610211680157,9.436539070968495e-32,10.0,648.0,1.3305520090065578e-29,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_04,joint_rate_beta_regime_interactions,5.0,4.496293822011256,0.4803794651330566,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_05,joint_regime_factor_interactions,10.0,13.315753034773035,0.20654957734186263,10.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_05,joint_rate_beta_regime_interactions,5.0,11.576901330969477,0.04106837881335723,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_06,joint_regime_factor_interactions,10.0,31.285722545600482,0.0005262431167733293,10.0,648.0,0.034334127865538494,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_06,joint_rate_beta_regime_interactions,5.0,10.14187063878392,0.07131376867160047,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_07,joint_regime_factor_interactions,10.0,80.62956182148956,3.778313895513091e-13,10.0,648.0,4.874024925211887e-11,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_07,joint_rate_beta_regime_interactions,5.0,17.216823662279626,0.004106422784846736,5.0,648.0,0.18889544810294986,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_08,joint_regime_factor_interactions,10.0,56.38091163075119,1.7417438712095047e-08,10.0,648.0,1.8985008196183601e-06,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_08,joint_rate_beta_regime_interactions,5.0,7.257342777208623,0.20219408461423952,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_09,joint_regime_factor_interactions,10.0,73.50694490793062,9.282749977452743e-12,10.0,648.0,1.1696264971590456e-09,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_09,joint_rate_beta_regime_interactions,5.0,25.006646525830167,0.00013892266266699716,5.0,648.0,0.009863509049356798,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
