asset,test,restricted_parameters,statistic,p_value,df,nobs,holm_p_value,family,significant_holm_5pct,shift_months,boundary_rule,verdict,scope,evidence_class,hypothesis,replication_status
portfolio_excess_return__equity_duration__decile_06,joint_rate_beta_regime_interactions,5.0,2.9277158321994974,0.7111289956095824,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_07,joint_regime_factor_interactions,10.0,153.82745179376724,6.073994452875251e-28,10.0,648.0,8.017672677795332e-26,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_07,joint_rate_beta_regime_interactions,5.0,63.27887833161754,2.5485628733368963e-12,5.0,648.0,2.803419160670586e-10,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_08,joint_regime_factor_interactions,10.0,48.108835588519156,5.929050027664434e-07,10.0,648.0,5.1582735240680576e-05,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_08,joint_rate_beta_regime_interactions,5.0,32.88460002258008,3.967298720595762e-06,5.0,648.0,0.00029754740404468215,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_09,joint_regime_factor_interactions,10.0,143.37606645513597,8.559044062944277e-26,10.0,648.0,1.112675728182756e-23,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_09,joint_rate_beta_regime_interactions,5.0,25.41764638001925,0.00011570155534916591,5.0,648.0,0.007289197986997452,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_10,joint_regime_factor_interactions,10.0,16.78103811836301,0.079351648449366,10.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_10,joint_rate_beta_regime_interactions,5.0,6.6676799536621,0.24655141978884004,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_01,joint_regime_factor_interactions,10.0,39.376347752863694,2.181051274066647e-05,10.0,648.0,0.00148311486636532,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_01,joint_rate_beta_regime_interactions,5.0,37.46793561159731,4.82545272130998e-07,5.0,648.0,4.246398394752783e-05,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_02,joint_regime_factor_interactions,10.0,45.293609000434664,1.9248808544196983e-06,10.0,648.0,0.00015591534920799557,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_02,joint_rate_beta_regime_interactions,5.0,22.986946582803338,0.00033951119905618145,5.0,648.0,0.017654582350921436,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_03,joint_regime_factor_interactions,10.0,189.4972578013555,2.487714014749351e-35,10.0,648.0,3.4081682002066106e-33,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_03,joint_rate_beta_regime_interactions,5.0,13.698397411890848,0.017643108116785256,5.0,648.0,0.5822225678539135,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_04,joint_regime_factor_interactions,10.0,198.03752849741159,4.140718323452824e-37,10.0,648.0,5.714191286364897e-35,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_04,joint_rate_beta_regime_interactions,5.0,10.875436484293886,0.05390641700110273,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_05,joint_regime_factor_interactions,10.0,31.01531544730304,0.0005833181258739313,10.0,648.0,0.02675523588087524,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_05,joint_rate_beta_regime_interactions,5.0,21.808867470190943,0.0005692603378909625,5.0,648.0,0.02675523588087524,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_06,joint_regime_factor_interactions,10.0,22.342767510473696,0.01345052781449967,10.0,648.0,0.4982408387613383,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_06,joint_rate_beta_regime_interactions,5.0,4.164490247594606,0.5259847884883236,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_07,joint_regime_factor_interactions,10.0,93.13713849658899,1.2757908187410863e-15,10.0,648.0,1.5181910743018927e-13,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_07,joint_rate_beta_regime_interactions,5.0,11.387595770145643,0.044214207685222086,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_08,joint_regime_factor_interactions,10.0,63.22766684052325,8.835450242113439e-10,10.0,648.0,8.923804744534572e-08,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_08,joint_rate_beta_regime_interactions,5.0,16.870712266228416,0.004751635054251415,5.0,648.0,0.19006540217005657,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_09,joint_regime_factor_interactions,10.0,52.354304602124586,9.810796251094049e-08,10.0,648.0,8.731608663473704e-06,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_09,joint_rate_beta_regime_interactions,5.0,23.321329441116596,0.00029300658282164615,5.0,648.0,0.016008001990626543,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_10,joint_regime_factor_interactions,10.0,80.07226539412318,4.859359984264468e-13,10.0,648.0,5.539670382061493e-11,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_10,joint_rate_beta_regime_interactions,5.0,30.000038670685814,1.4748322555696249e-05,5.0,648.0,0.0010471309014544337,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_01,joint_regime_factor_interactions,10.0,33.11649926967699,0.0002603740347893578,10.0,648.0,0.014580945948204038,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_01,joint_rate_beta_regime_interactions,5.0,11.061720891761363,0.05016988013592558,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_02,joint_regime_factor_interactions,10.0,31.78619226829054,0.00043464063897371414,10.0,648.0,0.02129739130971199,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_02,joint_rate_beta_regime_interactions,5.0,8.334281686717903,0.13874959918974564,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_03,joint_regime_factor_interactions,10.0,147.39969070204873,1.2767521399073578e-26,10.0,648.0,1.6725453032786386e-24,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_03,joint_rate_beta_regime_interactions,5.0,69.8343968194786,1.1094200080689744e-13,5.0,648.0,1.2869272093600103e-11,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_04,joint_regime_factor_interactions,10.0,64.68527092218696,4.6557996644958776e-10,10.0,648.0,4.795473654430754e-08,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_04,joint_rate_beta_regime_interactions,5.0,12.854168711135731,0.024784372080952976,5.0,648.0,0.7187467903476363,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_05,joint_regime_factor_interactions,10.0,81.92493385509238,2.1037052444413427e-13,10.0,648.0,2.419261031107544e-11,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_05,joint_rate_beta_regime_interactions,5.0,47.64857232240762,4.18970852524237e-09,5.0,648.0,4.147811439989946e-07,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_06,joint_regime_factor_interactions,10.0,16.979916952463793,0.07480954932867155,10.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_06,joint_rate_beta_regime_interactions,5.0,9.710150966073165,0.08387713210168939,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_07,joint_regime_factor_interactions,10.0,104.38983801737966,7.182034138401609e-18,10.0,648.0,9.049363014386028e-16,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_07,joint_rate_beta_regime_interactions,5.0,49.428584439368905,1.8137948302132006e-09,5.0,648.0,1.8137948302132006e-07,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_08,joint_regime_factor_interactions,10.0,65.36307593980231,3.454054399513059e-10,10.0,648.0,3.5922165754935815e-08,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_08,joint_rate_beta_regime_interactions,5.0,32.994163861714725,3.7734879637381363e-06,5.0,648.0,0.00028678508524409836,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_09,joint_regime_factor_interactions,10.0,34.268938930862696,0.00016628845490654232,10.0,648.0,0.010143595749299081,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_09,joint_rate_beta_regime_interactions,5.0,13.921945955850765,0.016112901785973965,5.0,648.0,0.5478386607231148,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_10,joint_regime_factor_interactions,10.0,28.664536909500608,0.001411700749946317,10.0,648.0,0.05929143149774531,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_10,joint_rate_beta_regime_interactions,5.0,5.575162265163407,0.3497744384113126,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_01,joint_regime_factor_interactions,10.0,79.49458232913868,6.306286127432158e-13,10.0,648.0,7.126103323998337e-11,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_01,joint_rate_beta_regime_interactions,5.0,26.237128134040717,8.026543984522848e-05,5.0,648.0,0.005217253589939851,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_02,joint_regime_factor_interactions,10.0,103.82955133468134,9.305710438629677e-18,10.0,648.0,1.1632138048287096e-15,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_02,joint_rate_beta_regime_interactions,5.0,55.46501624082203,1.0472344648232687e-10,5.0,648.0,1.0995961880644322e-08,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_03,joint_regime_factor_interactions,10.0,310.45366179721276,9.566714561688705e-61,10.0,648.0,1.3489067531981074e-58,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_03,joint_rate_beta_regime_interactions,5.0,29.653213120545605,1.7257162823202357e-05,5.0,648.0,0.0011907442348009626,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_04,joint_regime_factor_interactions,10.0,78.01250895219486,1.2296453687704663e-12,10.0,648.0,1.3649063593352176e-10,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_04,joint_rate_beta_regime_interactions,5.0,46.20941866144811,8.232760017502602e-09,5.0,648.0,7.985777216977524e-07,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_05,joint_regime_factor_interactions,10.0,168.39092598639246,5.973023112213662e-31,10.0,648.0,8.003850970366307e-29,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_05,joint_rate_beta_regime_interactions,5.0,22.612486811384272,0.00040027760274100987,5.0,648.0,0.020013880137050494,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_06,joint_regime_factor_interactions,10.0,52.628083564179974,8.728594327903296e-08,10.0,648.0,7.855734895112966e-06,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_06,joint_rate_beta_regime_interactions,5.0,32.62541366420621,4.4660766007531336e-06,5.0,648.0,0.0003304896684557319,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_07,joint_regime_factor_interactions,10.0,32.51453733188089,0.0003285510905789569,10.0,648.0,0.017413207800684716,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_07,joint_rate_beta_regime_interactions,5.0,10.217933633894818,0.06929050967398667,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_08,joint_regime_factor_interactions,10.0,46.4617803337787,1.182734568674344e-06,10.0,648.0,9.93497037686449e-05,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_08,joint_rate_beta_regime_interactions,5.0,14.33165044635378,0.013634463986942638,5.0,648.0,0.4982408387613383,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_09,joint_regime_factor_interactions,10.0,164.16120043445179,4.4773289430113406e-30,10.0,648.0,5.954847494205083e-28,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_09,joint_rate_beta_regime_interactions,5.0,98.68110737849409,1.0022462271908299e-19,5.0,648.0,1.2828751708042623e-17,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_10,joint_regime_factor_interactions,10.0,173.41903509650427,5.430682929573987e-32,10.0,648.0,7.385728784220623e-30,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_10,joint_rate_beta_regime_interactions,5.0,25.901677373115415,9.324050066922703e-05,5.0,648.0,0.00596739204283053,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_01,joint_regime_factor_interactions,10.0,57.50819693721962,1.0697911658030882e-08,10.0,648.0,1.0269995191709646e-06,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_01,joint_rate_beta_regime_interactions,5.0,12.845289452101007,0.024872522315750968,5.0,648.0,0.7187467903476363,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_02,joint_regime_factor_interactions,10.0,54.684572254301166,3.6167090572185405e-08,10.0,648.0,3.3635394232132427e-06,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_02,joint_rate_beta_regime_interactions,5.0,8.190310132010246,0.14605445514422677,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_03,joint_regime_factor_interactions,10.0,20.39113315017425,0.02576288282354062,10.0,648.0,0.7187467903476363,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_03,joint_rate_beta_regime_interactions,5.0,7.253509082753548,0.20245887668117218,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_04,joint_regime_factor_interactions,10.0,73.68741227603515,8.563011933949556e-12,10.0,648.0,9.248052888665521e-10,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_04,joint_rate_beta_regime_interactions,5.0,0.7502492279433365,0.980097494977941,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_05,joint_regime_factor_interactions,10.0,45.02510957902509,2.1521608365237706e-06,10.0,648.0,0.00017002070608537789,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_05,joint_rate_beta_regime_interactions,5.0,13.369209204467838,0.020153928771433613,5.0,648.0,0.6046178631430084,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_06,joint_regime_factor_interactions,10.0,34.2145969965992,0.0001698570791198742,10.0,648.0,0.010191424747192453,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_06,joint_rate_beta_regime_interactions,5.0,14.381385739250108,0.013359955637938035,5.0,648.0,0.4982408387613383,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_07,joint_regime_factor_interactions,10.0,20.277069634006235,0.02673834590535418,10.0,648.0,0.7187467903476363,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_07,joint_rate_beta_regime_interactions,5.0,4.560597438065813,0.47181687557413954,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_08,joint_regime_factor_interactions,10.0,72.62356517267622,1.377533778573941e-11,10.0,648.0,1.473961143074117e-09,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_08,joint_rate_beta_regime_interactions,5.0,23.811954760066588,0.00023594139191397264,5.0,648.0,0.01344865933909644,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_09,joint_regime_factor_interactions,10.0,95.8004717503515,3.7613445931174045e-16,10.0,648.0,4.5888404036032337e-14,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_09,joint_rate_beta_regime_interactions,5.0,2.610714245658258,0.7597367041645325,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_10,joint_regime_factor_interactions,10.0,57.047034266569604,1.306091118759562e-08,10.0,648.0,1.2407865628215838e-06,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_10,joint_rate_beta_regime_interactions,5.0,28.91113211072898,2.413718193755775e-05,5.0,648.0,0.0016171911898163695,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
equal_weighted_test_assets,joint_regime_factor_interactions,10.0,95.38667007642017,4.548235343215851e-16,10.0,648.0,5.457882411859021e-14,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,equal_weighted_aggregate,confirmatory,H3,documented_reconstruction
equal_weighted_test_assets,joint_rate_beta_regime_interactions,5.0,20.131980321075364,0.00118042464706852,5.0,648.0,0.05116597858682716,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,equal_weighted_aggregate,confirmatory,H3,documented_reconstruction
