regime_id,months,test_assets,eligibility_tier,status,short_sample_flag,standalone_second_pass_permitted,enters_registered_classification,enters_any_holm_family,enters_h3_verdict,lambda_market,lambda_rate,shanken_t_market,shanken_t_rate,rmse,mae,max_abs_error,article_fit,chi_square_statistic,chi_square_degrees_of_freedom,chi_square_asymptotic_p_value,residual_covariance_rank,residual_covariance_rank_deficient,months_minus_assets,replication_status
normalisation,51,70,eligible_first_pass_with_short_sample_flag,sensitivity_outside_the_confirmatory_family,True,False,False,False,False,0.5577866806138467,-0.08443461734796373,0.9492871479050329,-2.1436710048635295,0.2976930212563506,0.2244833093655978,1.2885629054150396,0.4821756916794986,304.38386299925736,68,1.2282307749699515e-31,48,True,-19,documented_reconstruction
