system,cross_section,n_test_assets,window_months,estimand,replications_requested,replications_used,true_value,mean_estimate,bias,attenuation_ratio,standard_deviation,standard_deviation_mcse,standard_deviation_relative_to_true_value,root_mean_squared_error,sign_error_probability,sign_error_probability_mcse,oracle_mean_shanken_standard_error,oracle_coverage_95,oracle_coverage_95_mcse,oracle_detection_probability,feasible_shanken_full_rank,feasible_mean_shanken_standard_error,feasible_coverage_95,feasible_coverage_95_mcse,feasible_detection_probability,economic_bound,standard_deviation_below_economic_bound
family_10_decile,ppe_investment,10,24,fitted_premium_spread,2000,2000,-0.15065328342354228,-0.04418950542100558,0.1064637780025367,0.29331923219205575,0.29247662979158906,0.004625618111671031,1.9413890168548715,0.3111821712619997,0.4635,0.011150510078018852,,,,,,,,,,0.25,False
family_10_decile,ppe_investment,10,30,fitted_premium_spread,2000,2000,-0.15065328342354228,-0.03356884053469673,0.11708444288884556,0.22282183150514057,0.2659749075235315,0.004206484293694002,1.7654770044126906,0.2905443974215066,0.4595,0.011143602424709884,,,,,,,,,,0.25,False
family_10_decile,ppe_investment,10,36,fitted_premium_spread,2000,2000,-0.15065328342354228,-0.051006097140605465,0.09964718628293681,0.3385661167251722,0.2480310314060156,0.0039226957447699145,1.6463699016018678,0.26724182789782,0.43,0.011070230349906908,,,,,,,,,,0.25,True
family_10_decile,ppe_investment,10,48,fitted_premium_spread,2000,2000,-0.15065328342354228,-0.04150069395788641,0.10915258946565587,0.27547155305744353,0.2082122702647585,0.0032929483941848514,1.382062611137366,0.2350424665908662,0.449,0.01112202769282652,,,,,,,,,,0.25,True
family_10_decile,ppe_investment,10,51,fitted_premium_spread,2000,2000,-0.15065328342354228,-0.04456657318685234,0.10608671023668995,0.29582211667806246,0.2032930653594968,0.0032151494831367663,1.3494101206408131,0.2292635960567931,0.405,0.01097667982588542,,,,,,,,,,0.25,True
family_10_decile,ppe_investment,10,60,fitted_premium_spread,2000,2000,-0.15065328342354228,-0.04331256721071804,0.10734071621282423,0.28749832878816417,0.1860217347291917,0.002941997471527751,1.234767211851703,0.21472962791809613,0.412,0.011005816643938786,,,,,,,,,,0.25,True
family_10_decile,ppe_investment,10,72,fitted_premium_spread,2000,2000,-0.15065328342354228,-0.05044895837430453,0.10020432504923776,0.33486796455988144,0.17142773583287457,0.00271118837862821,1.1378957825361669,0.19852879296729917,0.401,0.010958991741944146,,,,,,,,,,0.25,True
family_10_decile,ppe_investment,10,84,fitted_premium_spread,2000,2000,-0.15065328342354228,-0.05306202563252804,0.09759125779101424,0.3522128720112326,0.16674146519751745,0.0026370734028691336,1.1067894532955205,0.19316539145338385,0.3765,0.01083392241988099,,,,,,,,,,0.25,True
family_10_decile,ppe_investment,10,120,fitted_premium_spread,2000,2000,-0.15065328342354228,-0.05129111581405698,0.0993621676094853,0.3404580016345121,0.13744313255343615,0.002173710233590292,0.9123142186488727,0.1695700732169855,0.372,0.010807774979152739,,,,,,,,,,0.25,True
family_10_decile,ppe_investment,10,180,fitted_premium_spread,2000,2000,-0.15065328342354228,-0.05894290824708034,0.09171037517646194,0.3912487461781364,0.12550843525392,0.0019849589066029323,0.8330945891240167,0.15541970290550325,0.319,0.010422067932996791,,,,,,,,,,0.25,True
family_10_decile,ppe_investment,10,240,fitted_premium_spread,2000,2000,-0.15065328342354228,-0.06282033938752746,0.08783294403601483,0.4169861947908309,0.11335279581369147,0.001792713303958612,0.7524083991917699,0.1433773271778169,0.2855,0.010099251209866997,,,,,,,,,,0.25,True
family_10_decile,ppe_investment,10,444,fitted_premium_spread,2000,2000,-0.15065328342354228,-0.08095878916615498,0.0696944942573873,0.5373848304291502,0.10034671109792832,0.001587017617892922,0.6660771595386772,0.12215461606812081,0.2015,0.008969329685099104,,,,,,,,,,0.25,True
family_10_decile,ppe_investment,10,648,fitted_premium_spread,2000,2000,-0.15065328342354228,-0.09313070319114297,0.05752258023239931,0.6181790471125546,0.09380358118315475,0.0014835357764125961,0.6226454482205879,0.11001617846233404,0.1425,0.007816449001944554,,,,,,,,,,0.25,True
family_10_decile,book_to_market,10,12,lambda_rate,2000,2000,-0.4977978592944884,-0.012856536307790127,0.4849413229866983,0.02582682120411536,0.27405333423002637,0.00433424737997545,0.5505313635105475,0.5569881184798132,0.476,0.011167452708652945,0.3126445644379774,0.5735,0.011058882176784416,0.001,True,0.2849583965486754,0.501,0.011180317526796813,0.013,,
family_10_decile,book_to_market,10,15,lambda_rate,2000,2000,-0.4977978592944884,-0.02399074411934644,0.47380711517514196,0.04819374706301005,0.27796109023053955,0.004396049880041336,0.5583814494993694,0.5492876467652439,0.4635,0.011150510078018852,0.3110459640966289,0.5675,0.011077990566885314,0.0015,True,0.28797402870198413,0.5155,0.011174966442902636,0.008,,
family_10_decile,book_to_market,10,18,lambda_rate,2000,2000,-0.4977978592944884,-0.032146563227819246,0.46565129606666916,0.06457754413283226,0.27250172433404923,0.00430970813784115,0.547414415803749,0.5394916039186489,0.4605,0.011145397031958978,0.30753780350806265,0.5695,0.011071805408333366,0.002,True,0.28681119672772243,0.517,0.011173875782377394,0.0065,,
family_10_decile,book_to_market,10,24,lambda_rate,2000,2000,-0.4977978592944884,-0.029004797724802158,0.46879306156968625,0.05826621626278114,0.2679430024163248,0.00423761038875356,0.5382566385401317,0.5399300791708889,0.4465,0.011116153786269782,0.3004955497142522,0.5665,0.011081014168387296,0.0,True,0.2873091390335282,0.5395,0.011145397031958978,0.0045,,
family_10_decile,book_to_market,10,30,lambda_rate,2000,2000,-0.4977978592944884,-0.03387555380579911,0.4639223054886893,0.06805082258451203,0.2635890358935298,0.004168750916392294,0.5295101836458385,0.5335431995474215,0.441,0.011102229505824495,0.29483960960292926,0.5585,0.011103552359492884,0.001,True,0.2837594299708358,0.5425,0.011139877692326787,0.005,,
family_10_decile,book_to_market,10,36,lambda_rate,2000,2000,-0.4977978592944884,-0.044037307601430695,0.4537605516930577,0.08846423659563993,0.2702891328317506,0.004274715245130184,0.5429696568298265,0.5281271868518647,0.422,0.011043459602859967,0.29978393746854853,0.586,0.01101371871803525,0.001,True,0.2899090578401582,0.5595,0.01110089523416918,0.003,,
family_10_decile,book_to_market,10,48,lambda_rate,2000,2000,-0.4977978592944884,-0.0568892621441271,0.4409085971503613,0.11428185373226449,0.28259659474137455,0.0044693619721470545,0.5676934712854911,0.5236614325906009,0.399,0.01094986301284176,0.293184718998255,0.5715,0.011065436051055557,0.002,True,0.2868676626250173,0.558,0.011104863799254811,0.0065,,
family_10_decile,book_to_market,10,51,lambda_rate,2000,2000,-0.4977978592944884,-0.059633729682352817,0.4381641296121356,0.11979507056713669,0.2822230930425184,0.004463454914806439,0.5669431633203553,0.5211505097264351,0.4045,0.010974510239641676,0.2943451645014536,0.574,0.01105721483918984,0.004,True,0.28614314749826675,0.5545,0.011113724623185514,0.0065,,
family_10_decile,book_to_market,10,60,lambda_rate,2000,2000,-0.4977978592944884,-0.05753667071030258,0.44026118858418584,0.11558239883121897,0.2537234819240873,0.004012723800122393,0.5096917899238875,0.5081075984972109,0.404,0.010972328832112169,0.2755259661251258,0.536,0.011151322791489806,0.004,True,0.2705030521087634,0.521,0.011170474475151,0.008,,
family_10_decile,book_to_market,10,72,lambda_rate,2000,2000,-0.4977978592944884,-0.08033333113020154,0.41746452816428686,0.16137741380417983,0.2744688437296421,0.004340818805078246,0.5513660587424728,0.49957192863553507,0.365,0.01076510566599325,0.2782860033021686,0.572,0.011063814893606997,0.0065,True,0.274002551330932,0.556,0.011109995499549044,0.01,,
family_10_decile,book_to_market,10,84,lambda_rate,2000,2000,-0.4977978592944884,-0.0838344714130107,0.4139633878814777,0.16841067081290062,0.26174134453969916,0.0041395290445554,0.5257984534338016,0.489734584935595,0.3555,0.010703264688869467,0.27426238608497694,0.582,0.011028961873177366,0.009,True,0.2702805419426172,0.58,0.011036303729057116,0.0125,,
family_10_decile,book_to_market,10,120,lambda_rate,2000,2000,-0.4977978592944884,-0.12002000676602007,0.3777778525284683,0.24110189412248628,0.26685677610491,0.004220431347463888,0.5360745754976063,0.4624857171250272,0.321,0.010439324690802563,0.27276974797914816,0.612,0.010896237882865811,0.0155,True,0.2701952367538715,0.6035,0.01093818426431005,0.014,,
family_10_decile,book_to_market,10,180,lambda_rate,2000,2000,-0.4977978592944884,-0.16203679590340261,0.3357610633910858,0.3255072171926407,0.24118710357733544,0.0038144566812185103,0.48450811724896037,0.4133734691681011,0.231,0.009424409795843983,0.2524078276382158,0.637,0.010752464833702085,0.0305,True,0.25120382703564254,0.6395,0.010736380907922371,0.0325,,
family_10_decile,book_to_market,10,240,lambda_rate,2000,2000,-0.4977978592944884,-0.18453328462137297,0.3132645746731154,0.3706992329836564,0.25015852241289477,0.003956342743987766,0.502530329815873,0.4008524546984374,0.2085,0.009083714823793183,0.2458444004061255,0.6365,0.010755643867291257,0.046,True,0.24444918400314783,0.632,0.010783691390242954,0.049,,
family_10_decile,book_to_market,10,444,lambda_rate,2000,2000,-0.4977978592944884,-0.2780843363339565,0.21971352296053187,0.5586290321297801,0.2222823833422915,0.003515472053360877,0.44653141670260416,0.3125040565930072,0.095,0.006556485338960197,0.2225483791750879,0.7135,0.010109840503192916,0.1695,True,0.22204963322769397,0.709,0.010156746526324263,0.171,,
family_10_decile,book_to_market,10,648,lambda_rate,2000,2000,-0.4977978592944884,-0.31968677218960057,0.17811108710488782,0.6422019826334359,0.20834788572262244,0.0032950931991170096,0.418539135579865,0.27406330731060907,0.0535,0.005031786462082826,0.20476007725256332,0.757,0.009590385810800314,0.318,True,0.20435100250041027,0.759,0.00956344603163525,0.315,,
family_10_decile,earnings_to_price,10,12,lambda_rate,2000,2000,-0.4977978592944884,-0.0050250019742629085,0.49277285732022547,0.010094462803405119,0.2539167826536755,0.0040157809173916245,0.5100801016170358,0.5543163217500244,0.488,0.011177119485806708,0.29746702267961456,0.5435,0.011137947521873139,0.002,True,0.27171892714665946,0.47,0.011160197130875422,0.0115,,
family_10_decile,earnings_to_price,10,15,lambda_rate,2000,2000,-0.4977978592944884,-0.02042030759736398,0.4773775516971244,0.04102128447539925,0.2555077910649788,0.0040409432605449545,0.5132761949340262,0.5414248941853321,0.458,0.011140825822173149,0.2917147714908568,0.541,0.01114268818553225,0.001,True,0.2688993749952255,0.4745,0.011165790388503629,0.008,,
family_10_decile,earnings_to_price,10,18,lambda_rate,2000,2000,-0.4977978592944884,-0.034858528541458385,0.46293933075303,0.07002546895412963,0.2514749566133899,0.00397716260191957,0.5051748454077256,0.5268024847462925,0.4375,0.01109264959331178,0.2910076658911214,0.5655,0.011083991835074582,0.001,True,0.27200027406012145,0.508,0.011178908712392278,0.009,,
family_10_decile,earnings_to_price,10,24,lambda_rate,2000,2000,-0.4977978592944884,-0.034975904718467385,0.462821954576021,0.07026125979737542,0.24832284048317083,0.003927310805307917,0.49884272470578755,0.5252024015811866,0.434,0.011082508741255295,0.28390954954176284,0.544,0.011136965475388706,0.001,True,0.2717252007396124,0.5085,0.01117872421164419,0.0055,,
family_10_decile,earnings_to_price,10,30,lambda_rate,2000,2000,-0.4977978592944884,-0.037679555463256395,0.460118303831232,0.07569248191757659,0.2586158612053574,0.004090098454735764,0.5195198339580742,0.5277855398793009,0.431,0.011073368954387819,0.27865334427844185,0.511,0.01117763391778421,0.0015,True,0.26949702714497165,0.4895,0.011177874350698346,0.006,,
family_10_decile,earnings_to_price,10,36,lambda_rate,2000,2000,-0.4977978592944884,-0.05478808967087894,0.44300976962360944,0.11006091859962636,0.2569259402464024,0.004063371775750832,0.5161250404140642,0.512089434849105,0.4,0.010954451150103323,0.27871925986130386,0.561,0.011096823869918816,0.0025,True,0.2708531999807875,0.53,0.011160197130875422,0.0065,,
family_10_decile,earnings_to_price,10,48,lambda_rate,2000,2000,-0.4977978592944884,-0.05608886426183917,0.4417089950326492,0.11267397642354664,0.2620978129324887,0.004145166714324435,0.5265145440841205,0.5135832475898866,0.409,0.010993611781393773,0.27417651746357086,0.5185,0.01117268432383194,0.004,True,0.2679300278622195,0.5195,0.011171834003421283,0.006,,
family_10_decile,earnings_to_price,10,51,lambda_rate,2000,2000,-0.4977978592944884,-0.05793638364020778,0.43986147565428063,0.11638536116310143,0.26519855992985625,0.004194206090499391,0.53274347203042,0.5135885793273994,0.411,0.011001795308039502,0.2742528301632113,0.525,0.011166355717063647,0.0025,True,0.2679328301573962,0.5185,0.01117268432383194,0.0105,,
family_10_decile,earnings_to_price,10,60,lambda_rate,2000,2000,-0.4977978592944884,-0.06525638392601436,0.43254147536847404,0.13109012565562247,0.2591143838937832,0.004097982761862472,0.5205212900292843,0.5041813381340297,0.3885,0.01089880153961893,0.2688964172891444,0.5225,0.011169014056755413,0.0045,True,0.2635822369823127,0.51,0.011178103595869918,0.007,,
family_10_decile,earnings_to_price,10,72,lambda_rate,2000,2000,-0.4977978592944884,-0.08115536149817856,0.4166424977963098,0.16302874747833837,0.2548091018374727,0.004029893251019459,0.5118726348052295,0.4883504740552403,0.3515,0.010675854766715403,0.2656430106996628,0.5565,0.011108729675349921,0.0055,True,0.26138079742139086,0.5425,0.011139877692326787,0.009,,
family_10_decile,earnings_to_price,10,84,lambda_rate,2000,2000,-0.4977978592944884,-0.0976020436754859,0.40019581561900247,0.19606762434417432,0.2554965967396296,0.0040407662184540356,0.5132537072412003,0.4747657975560358,0.337,0.01056955533596376,0.26522155557452853,0.568,0.011076461528845753,0.0075,True,0.2619918793665903,0.558,0.011104863799254811,0.0115,,
family_10_decile,earnings_to_price,10,120,lambda_rate,2000,2000,-0.4977978592944884,-0.12714814679752176,0.37064971249696665,0.2554212406170738,0.25122519210288136,0.00397321249060885,0.5046731065877504,0.4477317829601112,0.287,0.010115112456122274,0.2578187812684564,0.579,0.011039904890894667,0.0145,True,0.2554472042597316,0.573,0.011060537961600241,0.017,,
family_10_decile,earnings_to_price,10,180,lambda_rate,2000,2000,-0.4977978592944884,-0.171690194232053,0.3261076650624354,0.3448994225796462,0.2615383007470771,0.004136317837406014,0.5253905694125448,0.41798838599746196,0.2285,0.00938849695105665,0.25544391527645705,0.6285,0.010804807957571482,0.0275,True,0.25375321685371066,0.6235,0.01083392241988099,0.0275,,
family_10_decile,earnings_to_price,10,240,lambda_rate,2000,2000,-0.4977978592944884,-0.20277947811014652,0.29501838118434187,0.40735305370243824,0.25013954037260694,0.003956042536516781,0.5024921977911295,0.38674843244623475,0.191,0.008789738335126933,0.24458572441047324,0.657,0.010614871643124094,0.0565,True,0.2432732801287162,0.6595,0.010596219844831457,0.057,,
family_10_decile,earnings_to_price,10,444,lambda_rate,2000,2000,-0.4977978592944884,-0.297086537951779,0.20071132134270941,0.5968015579111356,0.2291582348167499,0.00362421600030829,0.46034395395257005,0.3045854138844684,0.073,0.005816829033072916,0.22736994326004767,0.7475,0.009714518773464798,0.184,True,0.22695518532705694,0.7455,0.009739860111931793,0.187,,
family_10_decile,earnings_to_price,10,648,lambda_rate,2000,2000,-0.4977978592944884,-0.3411493364069834,0.15664852288750497,0.6853170017454123,0.20040581891373846,0.003169486691337387,0.402584734289068,0.2543249313991769,0.0335,0.004023540107914919,0.21200789829561165,0.809,0.008789738335126933,0.338,True,0.2118213240581728,0.811,0.00875439889427024,0.342,,
family_10_decile,equity_duration,10,12,lambda_rate,2000,2000,-0.4977978592944884,-0.019779412556443214,0.47801844673804517,0.039733824055563215,0.27041699545329756,0.004276737436299628,0.543226513341279,0.5491724903672134,0.4655,0.011153693334496874,0.30603064918744843,0.5665,0.011081014168387296,0.0015,True,0.2789166051670993,0.4955,0.011179887074563856,0.0085,,
family_10_decile,equity_duration,10,15,lambda_rate,2000,2000,-0.4977978592944884,-0.02156768744424248,0.4762301718502459,0.04332619564658156,0.26346611843934403,0.004166806934739035,0.529263261221624,0.544219500705576,0.4705,0.011160863541859115,0.29725609221574323,0.552,0.011119712226492195,0.0005,True,0.27642981844314957,0.4935,0.01117939510885987,0.0095,,
family_10_decile,equity_duration,10,18,lambda_rate,2000,2000,-0.4977978592944884,-0.036910709872692724,0.46088714942179565,0.07414798835214959,0.26352219007353705,0.004167693726845669,0.5293759005854664,0.5308730424413839,0.443,0.011107452453195556,0.2968760618895113,0.5635,0.01108980951143887,0.0005,True,0.27775248235455996,0.525,0.011166355717063647,0.0115,,
family_10_decile,equity_duration,10,24,lambda_rate,2000,2000,-0.4977978592944884,-0.04324876819281548,0.4545490911016729,0.0868801811524671,0.2503982584209738,0.003960134251096489,0.5030119229035146,0.5189246712170309,0.428,0.011063814893606997,0.2840724855608655,0.5645,0.011086923603957953,0.001,True,0.2726447211580171,0.5385,0.011147146495852649,0.0065,,
family_10_decile,equity_duration,10,30,lambda_rate,2000,2000,-0.4977978592944884,-0.05171683674456446,0.44608102254992393,0.10389123974510645,0.25449273039015186,0.0040248897281814616,0.5112370928047694,0.5135391369951365,0.4175,0.011027097306181713,0.27625869496990696,0.5325,0.011156696419639641,0.0025,True,0.26579837416762847,0.509,0.011178528525704981,0.0095,,
family_10_decile,equity_duration,10,36,lambda_rate,2000,2000,-0.4977978592944884,-0.057635615759716596,0.4401622435347718,0.11578116434932355,0.2603567099151308,0.0041176305735493085,0.5230169335885159,0.5113653529749512,0.3955,0.010933429242465514,0.2809236126436736,0.558,0.011104863799254811,0.004,True,0.2717377210591806,0.5365,0.011150510078018852,0.008,,
family_10_decile,equity_duration,10,48,lambda_rate,2000,2000,-0.4977978592944884,-0.0652331061984247,0.4325647530960637,0.13104336425005386,0.26577393387579445,0.004203305826595269,0.5338993105604484,0.5076541457103544,0.384,0.010875293099498515,0.2750422637761854,0.5445,0.01113597211742199,0.0055,True,0.2692971327940271,0.531,0.011158830583891844,0.012,,
family_10_decile,equity_duration,10,51,lambda_rate,2000,2000,-0.4977978592944884,-0.07348546856365566,0.4243123907308327,0.14762110200273673,0.2694482390460007,0.004261416221792394,0.5412804294254706,0.502600295738018,0.3935,0.010923775675104282,0.2737162403758179,0.539,0.01114627740548386,0.004,True,0.2669985096840058,0.529,0.011161518713866855,0.007,,
family_10_decile,equity_duration,10,60,lambda_rate,2000,2000,-0.4977978592944884,-0.09617599847578205,0.4016218608187063,0.19320291696731873,0.25887181954490135,0.004094146523574876,0.5200340152362073,0.47778785117716316,0.3245,0.010468995892634595,0.26999492421073235,0.58,0.011036303729057116,0.01,True,0.2649248075183002,0.56,0.011099549540409285,0.0115,,
family_10_decile,equity_duration,10,72,lambda_rate,2000,2000,-0.4977978592944884,-0.11450583853481305,0.38329202075967533,0.23002477089214124,0.2543286844119234,0.004022295284828566,0.510907549446626,0.4599603367170671,0.3045,0.0102902806084188,0.2623365383464509,0.584,0.011021433663548495,0.01,True,0.2585337545863596,0.575,0.011053845484717072,0.016,,
family_10_decile,equity_duration,10,84,lambda_rate,2000,2000,-0.4977978592944884,-0.11796595996749645,0.3798318993269919,0.2369756272851103,0.2581190415802011,0.0040822410821381855,0.5185217990813064,0.45919973720900426,0.313,0.01036896812609625,0.2582317582710387,0.573,0.011060537961600241,0.012,True,0.2540206247404319,0.565,0.011085463454452412,0.018,,
family_10_decile,equity_duration,10,120,lambda_rate,2000,2000,-0.4977978592944884,-0.14894801989942472,0.34884983939506364,0.2992138618485093,0.24660343968307005,0.0039001178925345613,0.49538871065571183,0.42717567847579,0.243,0.009590385810800314,0.2514237872623128,0.6075,0.010918877002695835,0.021,True,0.24965196094874387,0.606,0.0109262070271435,0.0255,,
family_10_decile,equity_duration,10,180,lambda_rate,2000,2000,-0.4977978592944884,-0.21758030002262865,0.28021755927185976,0.4370856482408294,0.2488648928886663,0.003935883549824706,0.4999316253416073,0.37473276954292284,0.1595,0.008187177474563502,0.24848707717979523,0.6675,0.010534318914861084,0.05,True,0.2475618263312481,0.6675,0.010534318914861084,0.0595,,
family_10_decile,equity_duration,10,240,lambda_rate,2000,2000,-0.4977978592944884,-0.23782145803879726,0.2599764012556911,0.4777470485225737,0.23994851341855947,0.003794867953478266,0.48201997846802747,0.35374317047413206,0.1425,0.007816449001944554,0.2331491929879913,0.675,0.010473180032826705,0.0925,True,0.23232009688807842,0.671,0.010506164856882837,0.0955,,
family_10_decile,equity_duration,10,444,lambda_rate,2000,2000,-0.4977978592944884,-0.33735201672990706,0.16044584256458133,0.6776887654921304,0.19952539869880434,0.0031555625439790747,0.40081610431508236,0.25599482012301006,0.031,0.003875499967746097,0.2114664311842277,0.789,0.009123568380847484,0.3145,True,0.2110536716795291,0.7875,0.009147233188237852,0.316,,
family_10_decile,equity_duration,10,648,lambda_rate,2000,2000,-0.4977978592944884,-0.37761159545949685,0.12018626383499154,0.7585641207751931,0.18064416305440362,0.0028569493329690093,0.3628865807306289,0.2169348646562312,0.0125,0.002484325864293974,0.19238902180910356,0.834,0.008319975961503736,0.535,True,0.19222140062207382,0.833,0.008339994004794009,0.536,,
family_10_decile,inventory_growth,10,12,lambda_rate,2000,2000,-0.4977978592944884,-0.025340853954345505,0.4724570053401429,0.050905911870051467,0.21851775193423004,0.0034559331177635155,0.4389688461977873,0.5205206574204431,0.453,0.011130835548151809,0.26306713962090095,0.4855,0.011175637565705143,0.0015,True,0.24178415304160886,0.416,0.011021433663548495,0.01,,
family_10_decile,inventory_growth,10,15,lambda_rate,2000,2000,-0.4977978592944884,-0.03127149138767537,0.466526367906813,0.06281965822833262,0.21877864243288536,0.003460059190388883,0.43949293543156803,0.5152543200109116,0.452,0.011128701631367427,0.25444296349741746,0.4555,0.01113597211742199,0.0005,True,0.2378485042578111,0.4175,0.011027097306181713,0.009,,
family_10_decile,inventory_growth,10,18,lambda_rate,2000,2000,-0.4977978592944884,-0.04366359308496604,0.45413426620952235,0.08771350111237709,0.22357914871047813,0.003535980841970572,0.4491364206092591,0.5061625960755045,0.402,0.010963484847437881,0.2533267910676003,0.4755,0.011166909823223253,0.002,True,0.23808472549576412,0.432,0.011076461528845753,0.006,,
family_10_decile,inventory_growth,10,24,lambda_rate,2000,2000,-0.4977978592944884,-0.05332462654575308,0.4444732327487353,0.10712104431571526,0.22014701800498035,0.0034817005189092544,0.4422417933194551,0.49598077766363924,0.3975,0.010942891528293608,0.24150629143335248,0.462,0.011148004305704229,0.004,True,0.2308922523554637,0.426,0.01105721483918984,0.013,,
family_10_decile,inventory_growth,10,30,lambda_rate,2000,2000,-0.4977978592944884,-0.05429546043145233,0.44350239886303605,0.10907130156888059,0.21491749142123917,0.0033989937641902353,0.4317364717595095,0.4928091021399732,0.3935,0.010923775675104282,0.23423462355828786,0.4405,0.01110089523416918,0.004,True,0.22652147233486408,0.419,0.011032656071862296,0.0115,,
family_10_decile,inventory_growth,10,36,lambda_rate,2000,2000,-0.4977978592944884,-0.07420989283066368,0.4235879664638247,0.14907635990206702,0.22152050770454093,0.003503422729107752,0.4450009247096688,0.4779890846023254,0.3535,0.010689662062011128,0.2345855792587842,0.4795,0.011170938859379725,0.0095,True,0.22743847060352812,0.458,0.011140825822173149,0.0155,,
family_10_decile,inventory_growth,10,48,lambda_rate,2000,2000,-0.4977978592944884,-0.09670171938467269,0.4010961399098157,0.19425901011652535,0.2164586176773698,0.0034233672039683445,0.43483235943229864,0.4557510498624976,0.3175,0.010408980497627998,0.22498125716632952,0.47,0.011160197130875422,0.0165,True,0.21922109828893896,0.4635,0.011150510078018852,0.03,,
family_10_decile,inventory_growth,10,51,lambda_rate,2000,2000,-0.4977978592944884,-0.10157561246602853,0.39622224682845986,0.2040499181936783,0.21715864847522567,0.0034344384308885845,0.4362386145713786,0.45180346230421453,0.3055,0.010299751210587564,0.22316562083086566,0.468,0.011157419056394719,0.0195,True,0.21794913087735518,0.4515,0.011127617669564317,0.033,,
family_10_decile,inventory_growth,10,60,lambda_rate,2000,2000,-0.4977978592944884,-0.11444916989705888,0.3833486893974295,0.22991093223916975,0.2157593141473676,0.003412307479038395,0.43342756526345005,0.43986932521289623,0.2755,0.009989988738732391,0.22049433218472825,0.4955,0.011179887074563856,0.0165,True,0.21572658801906708,0.477,0.011168504823833851,0.0265,,
family_10_decile,inventory_growth,10,72,lambda_rate,2000,2000,-0.4977978592944884,-0.12560787563957188,0.3721899836549165,0.2523270707061528,0.21209118436171542,0.00335429474966387,0.42605885180443503,0.4283521484500343,0.2635,0.009850577394244461,0.2139596430086353,0.4965,0.011180065965816124,0.0305,True,0.21000394015787827,0.49,0.011178103595869918,0.042,,
family_10_decile,inventory_growth,10,84,lambda_rate,2000,2000,-0.4977978592944884,-0.14728930477385896,0.35050855452062946,0.2958817560658195,0.20854597282285317,0.0032982260144779106,0.41893706236185535,0.40783075394258944,0.2325,0.009445733163709422,0.2118382902155157,0.5235,0.01116798437498907,0.048,True,0.2091884703280568,0.522,0.0111695120752878,0.048,,
family_10_decile,inventory_growth,10,120,lambda_rate,2000,2000,-0.4977978592944884,-0.18177566024825687,0.3160221990462315,0.36515958607351423,0.20154679957118024,0.003187531691370004,0.4048767904643574,0.37479438649904134,0.1705,0.008409213696892237,0.20375585033890298,0.5545,0.011113724623185514,0.081,True,0.20179925677444063,0.5555,0.011111249929688378,0.0845,,
family_10_decile,inventory_growth,10,180,lambda_rate,2000,2000,-0.4977978592944884,-0.2393427496159763,0.2584551096785121,0.4808030913495459,0.18972896228093822,0.0030006285454691594,0.38113655721588374,0.32059027481751423,0.0875,0.006318375978050055,0.19102920537105536,0.612,0.010896237882865811,0.1735,True,0.19027677410077867,0.62,0.010853570840972108,0.1825,,
family_10_decile,inventory_growth,10,240,lambda_rate,2000,2000,-0.4977978592944884,-0.28216651557925926,0.21563134371522913,0.566829507823043,0.18863504553493377,0.0029833278773214716,0.3789390452628295,0.2864651204007215,0.0525,0.004987171041783107,0.18679748143159491,0.6915,0.010327820438020793,0.279,True,0.18563077950221687,0.6885,0.010355379037002944,0.2835,,
family_10_decile,inventory_growth,10,444,lambda_rate,2000,2000,-0.4977978592944884,-0.3570575493873343,0.14074030990715408,0.7172741760950511,0.15292335014343805,0.0024185351787763248,0.3071996941894668,0.20780205262784288,0.0065,0.0017969070649312946,0.1621786401586126,0.787,0.00915508055671822,0.6715,True,0.16189397278144407,0.786,0.009170714257897256,0.6775,,
family_10_decile,inventory_growth,10,648,lambda_rate,2000,2000,-0.4977978592944884,-0.3926621321449006,0.1051357271495878,0.7887983542183307,0.13790385488459075,0.0021809967151151877,0.27702781823938954,0.17338248348292518,0.001,0.0007067531393633848,0.14477094699366944,0.829,0.008418996377241174,0.887,True,0.1446625223178669,0.826,0.008477145746063354,0.886,,
family_10_decile,investment_to_assets,10,12,lambda_rate,2000,2000,-0.4977978592944884,-0.01239939980095914,0.4853984594935292,0.02490850366157134,0.2411634973933974,0.0038140833413313232,0.4844606960246676,0.541980089152239,0.478,0.0111695120752878,0.28039800796662484,0.5025,0.01118020013237688,0.0025,True,0.2560095337192294,0.4455,0.011113724623185514,0.01,,
family_10_decile,investment_to_assets,10,15,lambda_rate,2000,2000,-0.4977978592944884,-0.0252401988420143,0.4725576604524741,0.05070371109627984,0.2340058639237948,0.003700882915583499,0.4700821017098048,0.5272969821939644,0.469,0.011158830583891844,0.27059533217007287,0.4825,0.011173489830845151,0.003,True,0.2519284025551361,0.4395,0.011098192420389907,0.0065,,
family_10_decile,investment_to_assets,10,18,lambda_rate,2000,2000,-0.4977978592944884,-0.037251455888387484,0.4605464034061009,0.07483249514407853,0.2368246905495755,0.003745463624487191,0.4757446946140325,0.5178425250760798,0.426,0.01105721483918984,0.26769165831439296,0.5205,0.011170938859379725,0.001,True,0.25140463142771524,0.474,0.011165213835838524,0.01,,
