system,cross_section,n_test_assets,window_months,estimand,replications_requested,replications_used,true_value,mean_estimate,bias,attenuation_ratio,standard_deviation,standard_deviation_mcse,standard_deviation_relative_to_true_value,root_mean_squared_error,sign_error_probability,sign_error_probability_mcse,oracle_mean_shanken_standard_error,oracle_coverage_95,oracle_coverage_95_mcse,oracle_detection_probability,feasible_shanken_full_rank,feasible_mean_shanken_standard_error,feasible_coverage_95,feasible_coverage_95_mcse,feasible_detection_probability,economic_bound,standard_deviation_below_economic_bound
family_10_decile,earnings_to_price,10,120,fitted_premium_spread,2000,2000,0.17714511422686677,0.08746721620675003,-0.08967789802011673,0.49376025180537714,0.22133988683402742,0.003500566148154298,1.2494834407375253,0.2387655235251829,0.357,0.010713332814768708,,,,,,,,,,0.25,True
family_10_decile,earnings_to_price,10,180,fitted_premium_spread,2000,2000,0.17714511422686677,0.1006710863987146,-0.07647402782815217,0.5682972789742698,0.19288643171741193,0.003050565006453436,1.0888611439228604,0.20744842704914992,0.31,0.010341663309158734,,,,,,,,,,0.25,True
family_10_decile,earnings_to_price,10,240,fitted_premium_spread,2000,2000,0.17714511422686677,0.09415471203991888,-0.08299040218694789,0.5315117633971915,0.17113268411069293,0.0027065220345480843,0.9660592947064077,0.1901556184505105,0.318,0.010413356807485279,,,,,,,,,,0.25,True
family_10_decile,earnings_to_price,10,444,fitted_premium_spread,2000,2000,0.17714511422686677,0.11371037478477153,-0.06343473944209524,0.6419052271413174,0.1450959092612437,0.002294741519301677,0.8190793739612925,0.15832328521411942,0.216,0.00920173896608679,,,,,,,,,,0.25,True
family_10_decile,earnings_to_price,10,648,fitted_premium_spread,2000,2000,0.17714511422686677,0.1174833710986079,-0.059661743128258865,0.6632041284985649,0.1295271533998208,0.0020485163110171784,0.7311923558554234,0.1425777627094391,0.177,0.00853437168161781,,,,,,,,,,0.25,True
family_10_decile,equity_duration,10,12,fitted_premium_spread,2000,2000,-0.2625219293495867,-0.08239728475682034,0.18012464459276634,0.3138681974529305,0.7043437776791376,0.011139438173904675,2.6829902531350056,0.7268404189823314,0.456,0.011136965475388708,,,,,,,,,,0.25,False
family_10_decile,equity_duration,10,15,fitted_premium_spread,2000,2000,-0.2625219293495867,-0.10663283492568044,0.15588909442390625,0.4061863905612361,0.6035114574446834,0.009544740481132925,2.2988992155433188,0.6231736322949472,0.4435,0.011108729675349921,,,,,,,,,,0.25,False
family_10_decile,equity_duration,10,18,fitted_premium_spread,2000,2000,-0.2625219293495867,-0.10633331564331791,0.15618861370626877,0.40504546003743336,0.5460792892740444,0.008636431063481517,2.0801282796716736,0.5678453767800213,0.4325,0.011077990566885314,,,,,,,,,,0.25,False
family_10_decile,equity_duration,10,24,fitted_premium_spread,2000,2000,-0.2625219293495867,-0.09978365382370175,0.16273827552588493,0.38009645164090305,0.46134549279660025,0.0072963370397778025,1.7573598287183494,0.4890981396540115,0.4185,0.011030814793114786,,,,,,,,,,0.25,False
family_10_decile,equity_duration,10,30,fitted_premium_spread,2000,2000,-0.2625219293495867,-0.09098152768416844,0.17154040166541823,0.34656734357232727,0.401959736193796,0.006357130951712032,1.5311472728761157,0.4369404457243099,0.4065,0.01098311772676593,,,,,,,,,,0.25,False
family_10_decile,equity_duration,10,36,fitted_premium_spread,2000,2000,-0.2625219293495867,-0.09557002549008095,0.16695190385950573,0.3640458750507481,0.371318868365336,0.0058725351284982675,1.414429907952071,0.4070401716728035,0.4205,0.011038110119037587,,,,,,,,,,0.25,False
family_10_decile,equity_duration,10,48,fitted_premium_spread,2000,2000,-0.2625219293495867,-0.11249512912137395,0.15002680022821274,0.4285170743643671,0.3299583421198601,0.005218404234533691,1.2568791602947267,0.3623894480630409,0.357,0.010713332814768708,,,,,,,,,,0.25,False
family_10_decile,equity_duration,10,51,fitted_premium_spread,2000,2000,-0.2625219293495867,-0.1047990000751993,0.15772292927438739,0.39920093660306744,0.32087167163060365,0.005074695427372443,1.222266164299424,0.3574684220446385,0.3895,0.010903892653543504,,,,,,,,,,0.25,False
family_10_decile,equity_duration,10,60,fitted_premium_spread,2000,2000,-0.2625219293495867,-0.11098988388570925,0.15153204546387744,0.42278328580280183,0.29145016575029936,0.004609384231159784,1.1101935997209227,0.3284245549875734,0.3455,0.010633196838204398,,,,,,,,,,0.25,False
family_10_decile,equity_duration,10,72,fitted_premium_spread,2000,2000,-0.2625219293495867,-0.12239411619612309,0.1401278131534636,0.4662243512355772,0.27831779631079223,0.004401691308919041,1.060169704680827,0.31154111986156174,0.353,0.010686229456641851,,,,,,,,,,0.25,False
family_10_decile,equity_duration,10,84,fitted_premium_spread,2000,2000,-0.2625219293495867,-0.11956713675453506,0.14295479259505162,0.45545580535222174,0.2558676202067658,0.0040466340817108815,0.974652368435249,0.29303852592557317,0.328,0.01049799980948752,,,,,,,,,,0.25,False
family_10_decile,equity_duration,10,120,fitted_premium_spread,2000,2000,-0.2625219293495867,-0.12116270906892503,0.14135922028066167,0.46153366832672865,0.2192745969732138,0.0034679028813735047,0.8352620198871742,0.26084427799298776,0.2865,0.010109840503192916,,,,,,,,,,0.25,True
family_10_decile,equity_duration,10,180,fitted_premium_spread,2000,2000,-0.2625219293495867,-0.14557499043191444,0.11694693891767224,0.5545250668871166,0.20599693518592285,0.0032579121108709187,0.7846846764241456,0.23683349944539953,0.227,0.009366723012879158,,,,,,,,,,0.25,True
family_10_decile,equity_duration,10,240,fitted_premium_spread,2000,2000,-0.2625219293495867,-0.1393921633942013,0.12312976595538538,0.5309734075913333,0.18234281058053453,0.00288381402560382,0.694581252820667,0.2199845798785712,0.206,0.009043340090917736,,,,,,,,,,0.25,True
family_10_decile,equity_duration,10,444,fitted_premium_spread,2000,2000,-0.2625219293495867,-0.17220562148384955,0.09031630786573713,0.6559666154766536,0.1546791235550948,0.002446303336863817,0.589204581645127,0.17908295260755283,0.1105,0.0070103405766053905,,,,,,,,,,0.25,True
family_10_decile,equity_duration,10,648,fitted_premium_spread,2000,2000,-0.2625219293495867,-0.18862803581005597,0.07389389353953071,0.7185229678807895,0.13967025524226714,0.0022089329419951002,0.5320327166126971,0.15798206800701092,0.066,0.005551756478809206,,,,,,,,,,0.25,True
family_10_decile,inventory_growth,10,12,fitted_premium_spread,2000,2000,-0.13239624728089103,-0.04107626950258018,0.09131997777831086,0.31025252109625906,0.39818149251610185,0.006297376733406446,3.0074983293999455,0.40842204283472566,0.48,0.011171392035015153,,,,,,,,,,0.25,False
family_10_decile,inventory_growth,10,15,fitted_premium_spread,2000,2000,-0.13239624728089103,-0.029414831664321767,0.10298141561656926,0.22217269951704482,0.3152266216838005,0.004985417028295475,2.38093320738176,0.3315468459645866,0.471,0.011161518713866855,,,,,,,,,,0.25,False
family_10_decile,inventory_growth,10,18,fitted_premium_spread,2000,2000,-0.13239624728089103,-0.030403143274169212,0.10199310400672182,0.22963750029610808,0.30930006372118396,0.004891686483495086,2.3361694162295623,0.3256091052445331,0.463,0.011149686094236015,,,,,,,,,,0.25,False
family_10_decile,inventory_growth,10,24,fitted_premium_spread,2000,2000,-0.13239624728089103,-0.04016138976575502,0.092234857515136,0.30334235743516863,0.2537622352971766,0.004013336697995902,1.9166875233162484,0.26994507472414747,0.448,0.011119712226492195,,,,,,,,,,0.25,False
family_10_decile,inventory_growth,10,30,fitted_premium_spread,2000,2000,-0.13239624728089103,-0.030384335979086123,0.1020119113018049,0.22949544721326512,0.2418898079685627,0.003825570191933974,1.8270140803566042,0.26246495748369136,0.4775,0.011169014056755413,,,,,,,,,,0.25,True
family_10_decile,inventory_growth,10,36,fitted_premium_spread,2000,2000,-0.13239624728089103,-0.04449673363296663,0.0878995136479244,0.3360875745863298,0.22101418416055815,0.003495415048777597,1.669338736555394,0.23780069483687108,0.43,0.011070230349906908,,,,,,,,,,0.25,True
family_10_decile,inventory_growth,10,48,fitted_premium_spread,2000,2000,-0.13239624728089103,-0.04303070894817691,0.08936553833271411,0.32501456674133095,0.20078885334819113,0.0031755445121576706,1.5165751104878282,0.2197321209758891,0.436,0.011088372288122365,,,,,,,,,,0.25,True
family_10_decile,inventory_growth,10,51,fitted_premium_spread,2000,2000,-0.13239624728089103,-0.04929992079388792,0.0830963264870031,0.3723664515150004,0.20049170919724432,0.003170845075599693,1.5143307557039922,0.21698347049888056,0.4085,0.010991536516793273,,,,,,,,,,0.25,True
family_10_decile,inventory_growth,10,60,fitted_premium_spread,2000,2000,-0.13239624728089103,-0.04175923381482234,0.09063701346606869,0.3154110080342853,0.1761413807603313,0.002785736288196119,1.3304106753617486,0.19805388492326084,0.4275,0.011062182198824967,,,,,,,,,,0.25,True
family_10_decile,inventory_growth,10,72,fitted_premium_spread,2000,2000,-0.13239624728089103,-0.05247588122563125,0.07992036605525978,0.3963547479884287,0.17196424591167225,0.002719673469349301,1.29886042424476,0.1895895063853504,0.3865,0.010888474411045838,,,,,,,,,,0.25,True
family_10_decile,inventory_growth,10,84,fitted_premium_spread,2000,2000,-0.13239624728089103,-0.05236701140817589,0.08002923587271514,0.3955324450932085,0.15613466656413105,0.002469323248265668,1.1792982789978688,0.17541528918658003,0.3825,0.010867238609692896,,,,,,,,,,0.25,True
family_10_decile,inventory_growth,10,120,fitted_premium_spread,2000,2000,-0.13239624728089103,-0.05985976144302349,0.07253648583786754,0.4521258167992134,0.1422730393579379,0.002250096864578574,1.0746002419244733,0.1596653960537111,0.3435,0.010618562755853544,,,,,,,,,,0.25,True
family_10_decile,inventory_growth,10,180,fitted_premium_spread,2000,2000,-0.13239624728089103,-0.07124351695028702,0.061152730330604005,0.5381082803588627,0.12917240490721124,0.0020429058420587797,0.9756500471887235,0.1428874517279434,0.2905,0.010151594702311553,,,,,,,,,,0.25,True
family_10_decile,inventory_growth,10,240,fitted_premium_spread,2000,2000,-0.13239624728089103,-0.0749583116036279,0.05743793567726313,0.5661664370637094,0.12275942663579989,0.001941482393412196,0.9272122825003815,0.1355044587620709,0.264,0.009856571412007322,,,,,,,,,,0.25,True
family_10_decile,inventory_growth,10,444,fitted_premium_spread,2000,2000,-0.13239624728089103,-0.08948280876796526,0.04291343851292577,0.6758711867272121,0.10659047774800139,0.0016857649267709184,0.8050868505499231,0.11487999123684056,0.1915,0.00879851549978745,,,,,,,,,,0.25,True
family_10_decile,inventory_growth,10,648,fitted_premium_spread,2000,2000,-0.13239624728089103,-0.10326869883921365,0.02912754844167738,0.7799971748452919,0.09610289842318309,0.0015199002663806708,0.7258732811307846,0.1003970282429527,0.134,0.007617217339685143,,,,,,,,,,0.25,True
family_10_decile,investment_to_assets,10,12,fitted_premium_spread,2000,2000,-0.25927928864000593,-0.06311515007783168,0.19616413856217424,0.24342534418729975,0.5181572028841124,0.008194833700256475,1.998451961211384,0.5539250966647717,0.4625,0.011148850837642416,,,,,,,,,,0.25,False
family_10_decile,investment_to_assets,10,15,fitted_premium_spread,2000,2000,-0.25927928864000593,-0.0761111954383389,0.18316809320166705,0.2935490753525432,0.42512524153342995,0.00672350135587519,1.639642116280608,0.4628084437653415,0.445,0.011112492969626572,,,,,,,,,,0.25,False
family_10_decile,investment_to_assets,10,18,fitted_premium_spread,2000,2000,-0.25927928864000593,-0.07706804355568556,0.18221124508432038,0.2972394901263788,0.4113461906754645,0.006505580945428522,1.5864984543620626,0.4498022049457987,0.4385,0.011095443884766396,,,,,,,,,,0.25,False
family_10_decile,investment_to_assets,10,24,fitted_premium_spread,2000,2000,-0.25927928864000593,-0.08265275994246692,0.17662652869753903,0.31877887499616453,0.3536360240858191,0.005592874887529694,1.3639192931326727,0.39521239726532237,0.424,0.011050429855892486,,,,,,,,,,0.25,False
family_10_decile,investment_to_assets,10,30,fitted_premium_spread,2000,2000,-0.25927928864000593,-0.06810562346250018,0.19117366517750575,0.2626728259697628,0.31609682677869,0.004999179620030266,1.2191364317478204,0.36934349263931593,0.4185,0.011030814793114786,,,,,,,,,,0.25,False
family_10_decile,investment_to_assets,10,36,fitted_premium_spread,2000,2000,-0.25927928864000593,-0.09907233659908482,0.1602069520409211,0.38210663535351236,0.30123761796471904,0.004764176141413929,1.161826768134071,0.3411231418535856,0.377,0.01083676612278774,,,,,,,,,,0.25,False
family_10_decile,investment_to_assets,10,48,fitted_premium_spread,2000,2000,-0.25927928864000593,-0.0684333911021036,0.19084589753790232,0.2639369749163395,0.25191538055852225,0.003984128057514669,0.971598548730562,0.31599333045099487,0.3995,0.010952163028370241,,,,,,,,,,0.25,False
family_10_decile,investment_to_assets,10,51,fitted_premium_spread,2000,2000,-0.25927928864000593,-0.07916907397196425,0.18011021466804167,0.30534283855539984,0.24753429252407366,0.003914839649153936,0.9547013717233716,0.3060756095969982,0.3875,0.01089366214824014,,,,,,,,,,0.25,True
family_10_decile,investment_to_assets,10,60,fitted_premium_spread,2000,2000,-0.25927928864000593,-0.08424237714863321,0.17503691149137274,0.3249097819980477,0.23008391451367602,0.0036388559418816004,0.8873979704300023,0.28905027036575537,0.359,0.01072657913782395,,,,,,,,,,0.25,True
family_10_decile,investment_to_assets,10,72,fitted_premium_spread,2000,2000,-0.25927928864000593,-0.09268631860827321,0.16659297003173273,0.35747675448524824,0.22228138821320567,0.0035154563150534223,0.857304836723115,0.2777364374766312,0.348,0.010651197115817544,,,,,,,,,,0.25,True
family_10_decile,investment_to_assets,10,84,fitted_premium_spread,2000,2000,-0.25927928864000593,-0.09453437501715045,0.16474491362285548,0.364604421406007,0.2049088884232241,0.003240704278520448,0.7903017996463576,0.26288313999411606,0.3215,0.010443604502277937,,,,,,,,,,0.25,True
family_10_decile,investment_to_assets,10,120,fitted_premium_spread,2000,2000,-0.25927928864000593,-0.10000803338226563,0.1592712552577403,0.3857154727122108,0.18974725500955464,0.003000917851239881,0.7318257312600374,0.247696087019245,0.29,0.010146427942877236,,,,,,,,,,0.25,True
family_10_decile,investment_to_assets,10,180,fitted_premium_spread,2000,2000,-0.25927928864000593,-0.11003127330026492,0.14924801533974102,0.4243735543915229,0.16487121251664452,0.0026074947159148575,0.6358826938373721,0.22235983347088964,0.2405,0.009556666521334727,,,,,,,,,,0.25,True
family_10_decile,investment_to_assets,10,240,fitted_premium_spread,2000,2000,-0.25927928864000593,-0.12949110284338183,0.1297881857966241,0.4994270985646394,0.16316402428457988,0.0025804949490893956,0.6292983336248024,0.20845661597490164,0.2115,0.00913147715323211,,,,,,,,,,0.25,True
family_10_decile,investment_to_assets,10,444,fitted_premium_spread,2000,2000,-0.25927928864000593,-0.15800766565504046,0.10127162298496548,0.6094110581829959,0.1338889433098256,0.0021174995129277004,0.5163888871035994,0.1678488237613251,0.0845,0.006219314672855845,,,,,,,,,,0.25,True
family_10_decile,investment_to_assets,10,648,fitted_premium_spread,2000,2000,-0.25927928864000593,-0.1768845894167642,0.08239469922324175,0.6822164251706123,0.12295096247072199,0.0019445115982675753,0.4742027915751966,0.1479806310399409,0.041,0.004433903472111228,,,,,,,,,,0.25,True
family_10_decile,long_term_reversal,10,12,fitted_premium_spread,2000,2000,-0.10889477268833199,-0.009856845580203466,0.09903792710812852,0.09051716016171657,0.8454628084040862,0.013371283996553561,7.764034834104365,0.8510337641481694,0.5025,0.01118020013237688,,,,,,,,,,0.25,False
family_10_decile,long_term_reversal,10,15,fitted_premium_spread,2000,2000,-0.10889477268833199,-0.04294330288367111,0.06595146980466088,0.39435596239848214,0.7453360859064811,0.011787745573749635,6.844553393207491,0.7480626406814548,0.472,0.011162795348836239,,,,,,,,,,0.25,False
family_10_decile,long_term_reversal,10,18,fitted_premium_spread,2000,2000,-0.10889477268833199,-0.04092683977294068,0.0679679329153913,0.37583842421965924,0.6937501179328832,0.01097189581530299,6.370830305311966,0.6968990037470383,0.466,0.011154460991011623,,,,,,,,,,0.25,False
family_10_decile,long_term_reversal,10,24,fitted_premium_spread,2000,2000,-0.10889477268833199,-0.049578413020073805,0.059316359668258184,0.45528735490336447,0.5420526425421086,0.00857274826576255,4.977765499300126,0.5451537281148627,0.4585,0.011141762652291602,,,,,,,,,,0.25,False
family_10_decile,long_term_reversal,10,30,fitted_premium_spread,2000,2000,-0.10889477268833199,-0.0351379525696711,0.07375682011866089,0.3226780469090057,0.5061014398698093,0.00800416767750891,4.647619232544096,0.5113224683295186,0.459,0.01114268818553225,,,,,,,,,,0.25,False
family_10_decile,long_term_reversal,10,36,fitted_premium_spread,2000,2000,-0.10889477268833199,-0.047323979280097676,0.06157079340823431,0.434584490254126,0.44161568240835797,0.006984303328445994,4.055435091198614,0.4457778161196951,0.4485,0.01112087563998447,,,,,,,,,,0.25,False
family_10_decile,long_term_reversal,10,48,fitted_premium_spread,2000,2000,-0.10889477268833199,-0.023356901125672572,0.08553787156265942,0.21449056322035237,0.37050222151833645,0.005859619578804563,3.402387574459169,0.3801578457343968,0.4625,0.011148850837642416,,,,,,,,,,0.25,False
family_10_decile,long_term_reversal,10,51,fitted_premium_spread,2000,2000,-0.10889477268833199,-0.02933365426526673,0.07956111842306526,0.2693761467248998,0.37259682861653337,0.005892746507739564,3.421622722726496,0.3809054397898247,0.4625,0.011148850837642416,,,,,,,,,,0.25,False
family_10_decile,long_term_reversal,10,60,fitted_premium_spread,2000,2000,-0.10889477268833199,-0.03818284911850807,0.07071192356982392,0.3506398716473866,0.33401181822888737,0.005282511348043933,3.0672897328585593,0.3413331054910344,0.451,0.011126522367748155,,,,,,,,,,0.25,False
family_10_decile,long_term_reversal,10,72,fitted_premium_spread,2000,2000,-0.10889477268833199,-0.042734559804561895,0.0661602128837701,0.39243903770176913,0.3278164513250178,0.005184529497735391,3.0103965804057657,0.33434573081658137,0.4505,0.011125415722569651,,,,,,,,,,0.25,False
family_10_decile,long_term_reversal,10,84,fitted_premium_spread,2000,2000,-0.10889477268833199,-0.04367791615428721,0.06521685653404477,0.40110204627817986,0.30634786777274087,0.004844996493057044,2.8132467721801477,0.31313787691213985,0.444,0.011109995499549044,,,,,,,,,,0.25,False
family_10_decile,long_term_reversal,10,120,fitted_premium_spread,2000,2000,-0.10889477268833199,-0.04001472067403632,0.06888005201429567,0.3674622728545709,0.24019236050656084,0.0037987244787245434,2.205729022402352,0.24981590306900583,0.439,0.011096823869918815,,,,,,,,,,0.25,True
family_10_decile,long_term_reversal,10,180,fitted_premium_spread,2000,2000,-0.10889477268833199,-0.04134699998933776,0.06754777269899423,0.3796968299633364,0.195607470664195,0.0030935991697087053,1.7962980759787586,0.2068957540283248,0.409,0.010993611781393773,,,,,,,,,,0.25,True
family_10_decile,long_term_reversal,10,240,fitted_premium_spread,2000,2000,-0.10889477268833199,-0.05219888342521766,0.05669588926311433,0.47935159913154163,0.17768130441754007,0.0028100907084602313,1.6316789137903083,0.18646523664180437,0.377,0.01083676612278774,,,,,,,,,,0.25,True
family_10_decile,long_term_reversal,10,444,fitted_premium_spread,2000,2000,-0.10889477268833199,-0.059645516635074426,0.04924925605325756,0.5477353518684135,0.1327659979463933,0.002099739747249291,1.2192136928958308,0.14157501907962322,0.3375,0.010573404134903763,,,,,,,,,,0.25,True
family_10_decile,long_term_reversal,10,648,fitted_premium_spread,2000,2000,-0.10889477268833199,-0.0612840669573695,0.04761070573096249,0.5627824499232005,0.12345593153368904,0.00195249785701638,1.1337177027499068,0.1322895522992492,0.3195,0.010426402783318895,,,,,,,,,,0.25,True
family_10_decile,ppe_investment,10,12,fitted_premium_spread,2000,2000,-0.15065328342354228,-0.04520277382138877,0.10545050960215352,0.3000450623721688,0.44052101387225245,0.006966990770480272,2.9240717750159115,0.4528592985205886,0.471,0.011161518713866855,,,,,,,,,,0.25,False
family_10_decile,ppe_investment,10,15,fitted_premium_spread,2000,2000,-0.15065328342354228,-0.045052197858365145,0.10560108556517714,0.2990455756062528,0.36777083310590897,0.005816421735204082,2.4411736986307075,0.3825432619496996,0.446,0.011114944894150398,,,,,,,,,,0.25,False
family_10_decile,ppe_investment,10,18,fitted_premium_spread,2000,2000,-0.15065328342354228,-0.0465324370140414,0.10412084640950088,0.3088710445375522,0.33662669516785254,0.005323866522771182,2.234446455584177,0.35228117149616633,0.451,0.011126522367748155,,,,,,,,,,0.25,False
