model,portfolio_set,n_assets,excess_zero_beta_rate,excess_zero_beta_t_statistic,zero_beta_rate_level,article_cross_sectional_fit,chi_square_statistic,chi_square_asymptotic_p_value,replication_status,lambda_RM,shanken_t_RM,lambda_FFR_innovation,shanken_t_FFR_innovation,lambda_TB_innovation,shanken_t_TB_innovation,lambda_SMB,shanken_t_SMB,lambda_HML,shanken_t_HML,lambda_UMD,shanken_t_UMD,lambda_RMW,shanken_t_RMW,lambda_CMA,shanken_t_CMA,lambda_ME,shanken_t_ME,lambda_IA,shanken_t_IA,lambda_ROE,shanken_t_ROE,lambda_LIQ,shanken_t_LIQ
market_plus_fedfunds_innovation,long_term_reversal,10,0.06468531522815603,0.10647326218507996,0.4849829342757751,0.4891616934637911,4.943575254089357,0.6668490240716441,documented_reconstruction,0.57615493135986,0.908627938442812,-0.5398440713105707,-1.3876504582117029,,,,,,,,,,,,,,,,,,,,
market_plus_fedfunds_innovation,ppe_investment,10,0.33523921187941097,0.5373197343801849,0.7555368309270301,0.594360702936306,5.567312018099497,0.5910776732494306,documented_reconstruction,0.23601598515670208,0.3543977261171245,-0.7012265754412295,-2.0900602963328914,,,,,,,,,,,,,,,,,,,,
market_plus_fedfunds_innovation,all_seven_families_joint,70,0.32036083626541645,0.7860861630444907,0.7406584553130355,0.5750262911112181,40.00493339827849,0.9964165757111856,documented_reconstruction,0.27987564814227395,0.6051666909974849,-0.5829413596018135,-2.505580034688573,,,,,,,,,,,,,,,,,,,,
market_plus_tbill_innovation,book_to_market,10,0.17001816998727914,0.20740433794969473,0.5903157890348982,0.7617266726522023,3.6920237076685183,0.8144878665522872,documented_reconstruction,0.43999146556895274,0.5096574764723883,,,-0.5121229211431908,-2.112536356519984,,,,,,,,,,,,,,,,,,
market_plus_tbill_innovation,earnings_to_price,10,1.8484138416213818,2.991495821036698,2.268711460669001,0.49718816681256417,9.85288496844835,0.19706477392000393,documented_reconstruction,-1.2861391408527862,-1.9230055490040185,,,0.09848590060688989,0.5931061025058504,,,,,,,,,,,,,,,,,,
market_plus_tbill_innovation,equity_duration,10,0.3484839804303753,0.5418913688562373,0.7687815994779944,0.7043824372147737,4.99859086809691,0.6601352022898254,documented_reconstruction,0.27398325619771047,0.39787969472023976,,,-0.4694122997244249,-1.885188825993341,,,,,,,,,,,,,,,,,,
market_plus_tbill_innovation,inventory_growth,10,0.28145936374460745,0.49425767982994606,0.7017569827922265,0.17188377774967,8.312678068348086,0.3058313455721784,documented_reconstruction,0.3181334665755706,0.5105191495670421,,,-0.24657174742721133,-1.4194135082105648,,,,,,,,,,,,,,,,,,
market_plus_tbill_innovation,investment_to_assets,10,0.27144289699877977,0.5345008619785382,0.6917405160463989,0.6024960668449251,4.549803736572173,0.7147120619296317,documented_reconstruction,0.3280127547971713,0.5886658128200263,,,-0.44277085033244223,-1.7967392243585212,,,,,,,,,,,,,,,,,,
market_plus_tbill_innovation,long_term_reversal,10,-0.36116309340386754,-0.40076116853782073,0.059134525643751545,0.5439130663238994,4.656322943789319,0.7018207308743056,documented_reconstruction,1.033557093957189,1.1076024967606173,,,-0.48461007880990126,-1.2933970805312787,,,,,,,,,,,,,,,,,,
market_plus_tbill_innovation,ppe_investment,10,0.4431641134876624,0.7299623802146544,0.8634617325352815,0.45807248048765803,7.534099038459002,0.3754606897748444,documented_reconstruction,0.1395401302521917,0.21424481040855795,,,-0.5783321585208394,-1.8070648509732758,,,,,,,,,,,,,,,,,,
market_plus_tbill_innovation,all_seven_families_joint,70,0.17252632041254098,0.4177904619301526,0.5928239394601601,0.4743335267673848,47.60091080369253,0.9650687513165399,documented_reconstruction,0.44573295270001134,0.9440865928006208,,,-0.43133166235683085,-2.4133871272232867,,,,,,,,,,,,,,,,,,
fama_french_3,book_to_market,10,0.396543366791529,0.39170363106647654,0.8168409858391481,0.9361320228997414,3.8991749885606177,0.6903186714031474,documented_reconstruction,0.17573462324686062,0.16439245459686122,,,,,0.7635212535138074,1.104487899031535,0.15013193346260595,0.5335755931150011,,,,,,,,,,,,,,
fama_french_3,earnings_to_price,10,1.744237845711557,1.9783191463120269,2.164535464759176,0.9139837817607409,3.7089917549632685,0.7159880915122045,documented_reconstruction,-1.1749015247483046,-1.2708651331842111,,,,,0.9464767041760114,1.474829890720823,0.15250035788579297,0.6306418283873274,,,,,,,,,,,,,,
fama_french_3,equity_duration,10,1.0433690483524671,2.077589777378885,1.4636666674000862,0.8943041495234314,5.864833893387329,0.4385007147285612,documented_reconstruction,-0.46596918958263434,-0.8455547681563336,,,,,0.2925406739914872,0.7646064826044615,0.3638697974667312,1.8900845930220191,,,,,,,,,,,,,,
fama_french_3,inventory_growth,10,0.4132593440782648,0.427056748744166,0.8335569631258839,0.5660561888496752,7.40263343702496,0.2852103488834714,documented_reconstruction,0.19379480293704243,0.18994705635886736,,,,,0.4305778477445492,1.1701531136790788,0.6878626108011443,2.335667598428718,,,,,,,,,,,,,,
fama_french_3,investment_to_assets,10,0.6325951417374224,0.9110949848396849,1.0528927607850416,0.753473528138233,6.267800471564081,0.39386930147273036,documented_reconstruction,-0.030278067261558017,-0.0405766745186918,,,,,0.14403487333178122,0.3891854143853092,0.41132061894626903,1.8044859338583934,,,,,,,,,,,,,,
fama_french_3,long_term_reversal,10,0.30146467473295013,0.3560908482795081,0.7217622937805692,0.8141094399884763,6.535040233818119,0.3659910592053888,documented_reconstruction,0.3441712478660741,0.3901170294191003,,,,,0.10339035516672657,0.2819979036490905,0.37637282423333,1.1034091787810263,,,,,,,,,,,,,,
fama_french_3,ppe_investment,10,0.5165477221578075,0.7974801752878372,0.9368453412054266,0.4769665495361407,15.382712702571908,0.01748006316744576,documented_reconstruction,0.09399147945679165,0.13454096484132608,,,,,-0.18220998372634845,-0.45076453149493717,0.6560508226909579,2.27207845103822,,,,,,,,,,,,,,
fama_french_3,all_seven_families_joint,70,0.6926702644571971,2.049349310183605,1.1129678835048162,0.749576489340215,78.9839880087793,0.13121472475826504,documented_reconstruction,-0.09871020512066697,-0.2435003169600959,,,,,0.20000582972836561,0.9777438708710553,0.3708204652412251,2.3581813340646134,,,,,,,,,,,,,,
carhart_4,book_to_market,10,0.39552934033237275,0.3903773101419839,0.8158269593799918,0.9364729954194554,3.8874440325392063,0.5657325486062212,documented_reconstruction,0.17692737857218077,0.16536714731055654,,,,,0.7734179728175856,1.142452578546375,0.14754904492349208,0.5293125528569829,0.09848365865496866,0.05737806864368892,,,,,,,,,,,,
carhart_4,earnings_to_price,10,1.3409019113592535,1.2972048375154914,1.7611995304068726,0.9900981888494877,0.4517171421114037,0.9937847328657908,documented_reconstruction,-0.7445236572407052,-0.68857554723737,,,,,1.097270669426384,1.6177353775065493,0.10198911412116529,0.40447815449555435,2.1159688583475313,1.762913096694507,,,,,,,,,,,,
carhart_4,equity_duration,10,0.5208056603407064,0.8148585381193206,0.9411032793883255,0.9312348369112511,4.220562478588539,0.5181170283083809,documented_reconstruction,0.06808687347636222,0.09967349756277667,,,,,0.05238877191480934,0.11969731657145251,0.412243326197385,2.0510185264755774,1.1454711102248154,1.3900668043751792,,,,,,,,,,,,
carhart_4,inventory_growth,10,-0.1037044598629473,-0.09806460394888607,0.3165931591846718,0.6890769615526445,6.184501249067093,0.28867792759633537,documented_reconstruction,0.7182512496485873,0.6469982500244028,,,,,0.14471248536361342,0.38589826029729873,0.47198023331742256,1.5783226574306506,0.740827205997919,0.970534878801037,,,,,,,,,,,,
carhart_4,investment_to_assets,10,0.6300442555310765,0.9008268009737822,1.0503418745786957,0.7535452554687798,6.233764845090074,0.28413258645039063,documented_reconstruction,-0.02792904265553031,-0.03721549843125027,,,,,0.14686835457259595,0.39331022148874567,0.4113328477428768,1.8044629983077214,-0.10644138933806147,-0.1523653868750072,,,,,,,,,,,,
carhart_4,long_term_reversal,10,-0.2451672678235295,-0.22021199496681468,0.1751303512240896,0.9076492889659772,2.0244578789922945,0.8457505786376358,documented_reconstruction,0.8272096438943142,0.7303257719812982,,,,,0.6703568849623038,1.1053721693113499,0.3149531399223265,0.7663784087844685,2.684728569061449,1.313644237606526,,,,,,,,,,,,
carhart_4,ppe_investment,10,0.039403574290283294,0.051996259610957524,0.4597011933379024,0.6430988676144151,7.875558183621254,0.1632285268508346,documented_reconstruction,0.5842235338856522,0.7231595010637155,,,,,-0.40566407832847795,-0.8992518814544989,0.5534083926854723,1.70377141626298,1.87722925000879,1.9812998680018918,,,,,,,,,,,,
carhart_4,all_seven_families_joint,70,0.5603835984473323,1.5679903313153052,0.9806812174949514,0.789151193517442,64.9146516563199,0.47965050194385495,documented_reconstruction,0.03325359199563083,0.07863912427588605,,,,,0.277444281982491,1.3675627278006628,0.3537097132263605,2.248070122233822,0.746695631699094,1.985726868415492,,,,,,,,,,,,
fama_french_5,book_to_market,10,0.1824400484028672,0.15969591787627216,0.6027376674504863,0.9703270619875307,1.4674506218977736,0.8323911148425808,documented_reconstruction,0.4133857809261716,0.33986868339134324,,,,,0.7026141822564608,1.0009692010412414,0.058676702216601484,0.20070456227186867,,,-0.7364041244722754,-1.4787863678610478,0.33415902163362254,1.033292438005459,,,,,,,,
fama_french_5,earnings_to_price,10,-0.624966101859421,-0.18776987769975978,-0.20466848281180194,0.9702993480987301,0.8776827642115587,0.9277405285584076,documented_reconstruction,1.146681799682069,0.3384914741118093,,,,,1.9886264829379525,1.8851869769909202,0.2185484380139756,0.44129275210130425,,,-0.31061197967838466,-0.5120268013337023,0.8755955894306666,1.1161670624384015,,,,,,,,
fama_french_5,equity_duration,10,-0.21752828241440714,-0.19269554640007497,0.20276933663321195,0.9615249890109198,1.9145586131262509,0.7514700632834814,documented_reconstruction,0.6393407770650292,0.5901397548479961,,,,,1.0948626821882739,1.511171199957999,0.18291681337639332,0.6897617594852773,,,0.6764107553257397,1.2285708253525174,0.43268948083928027,1.0645892016202156,,,,,,,,
fama_french_5,inventory_growth,10,0.20469850907162623,0.07101904836017886,0.6249961281192453,0.7971430910006051,4.610899065233244,0.3295994819696792,documented_reconstruction,0.3757046531558519,0.13211778062727214,,,,,-0.04014184429068024,-0.0850881505308733,0.06603908158360472,0.07499112977541506,,,-0.250634001976787,-0.43449604705603967,0.31366932695900895,1.481128029662799,,,,,,,,
fama_french_5,investment_to_assets,10,0.033121617124167724,0.031537630087080576,0.4534192361717868,0.774614887799022,5.303529917312782,0.25754666355217115,documented_reconstruction,0.633658720818033,0.5463618028627847,,,,,-0.22593978946694393,-0.3739878582412854,0.7330005235622132,0.9669116743482322,,,-0.3137904100531808,-0.7658814982723052,0.14548794650311592,0.9963044137659871,,,,,,,,
fama_french_5,long_term_reversal,10,1.0381650402537868,0.6677303082929816,1.4584626593014058,0.8497875995159533,2.886787350282737,0.5769464919448749,documented_reconstruction,-0.5352839680834758,-0.3282930889576225,,,,,0.8654949622158676,0.8551579505462726,0.6841466747348127,1.2173119807522166,,,1.020795960522784,0.7939738330637762,-0.4678391062756029,-0.6518647043401976,,,,,,,,
fama_french_5,ppe_investment,10,-0.8511215228692057,-0.8974335852301935,-0.43082390382158664,0.71422773446643,8.48843078936327,0.07523868477312916,documented_reconstruction,1.4747218937226578,1.5054055197723983,,,,,-0.40536955313092227,-0.853845503333155,0.39506309490849745,0.5003902843527478,,,-0.6452069010615271,-1.8194225821331855,0.35681390461706014,2.319166044250635,,,,,,,,
fama_french_5,all_seven_families_joint,70,0.5263871183103728,1.6262768774903327,0.9466847373579919,0.7681470881826388,75.97831792485498,0.14521397456938,documented_reconstruction,0.07288797520895007,0.18577709419649946,,,,,0.13360940731867105,0.6552650672862712,0.37397100799753547,2.3632504179980214,,,-0.12323127855859389,-0.857215862092432,0.24455308106588555,2.3354364433576,,,,,,,,
q_factor,book_to_market,10,-0.1362254662386424,-0.1688948100193563,0.2840721528089767,0.953227442031413,2.985691709758325,0.7021918802115286,documented_reconstruction,0.7321631543522789,0.8523242434832854,,,,,,,,,,,,,,,0.3907790832129212,0.6953162738855994,0.16597358988347538,0.7251308937728916,-0.4750971703457556,-1.2615019183764982,,
q_factor,earnings_to_price,10,2.333793654905565,1.2243209767052237,2.754091273953184,0.9231511478615312,2.93548617875136,0.7099314357461779,documented_reconstruction,-1.8173112012068011,-0.9167568356604906,,,,,,,,,,,,,,,1.5821520008519117,1.4453836471635502,-0.11641085569982787,-0.24941895742026074,0.039980144948042806,0.09065163158120704,,
q_factor,equity_duration,10,0.02299097994553101,0.02476396202220612,0.4432885989931501,0.9496365100075235,2.6069089966920034,0.7603152525239212,documented_reconstruction,0.4962604013048983,0.5283638784254097,,,,,,,,,,,,,,,1.1022725042244597,1.5966456852074198,0.45153875041931135,1.614179515957318,0.5716607940316392,1.0587638876054453,,
q_factor,inventory_growth,10,-0.13736635645410633,-0.08576118603033459,0.28293126259351276,0.7118010679615427,5.888678117581363,0.3172022000561456,documented_reconstruction,0.7396239617930207,0.45525653584198905,,,,,,,,,,,,,,,0.2734944327816806,0.6942914895726582,0.29062718872922955,2.1537065754881515,-0.12813954481215828,-0.17968889014782485,,
q_factor,investment_to_assets,10,0.42737174433273645,0.6665884345278081,0.8476693633803556,0.7657685574644839,5.547854729394459,0.3527269666870596,documented_reconstruction,0.18113540517911353,0.26275095506986534,,,,,,,,,,,,,,,-0.19195307254022442,-0.36793055360168186,0.1823088024168193,1.8172864000228406,-0.3433820084603193,-0.8339253140791122,,
q_factor,long_term_reversal,10,0.1383205682277766,0.14703124935024914,0.5586181872753957,0.8047260260116383,6.322472985316137,0.2760931672055526,documented_reconstruction,0.5451516428529524,0.5477682312652673,,,,,,,,,,,,,,,-0.17528434776059565,-0.18648138773829787,0.24430010855054332,1.0549179781992843,-0.4382253019793809,-0.49853359189611834,,
q_factor,ppe_investment,10,-0.4898690381692243,-0.6493469940313084,-0.0695714191216052,0.691051978371992,9.485523393421163,0.09119628920801019,documented_reconstruction,1.0956458511969616,1.3811248031620948,,,,,,,,,,,,,,,-0.41216247211390217,-0.97818010727442,0.4049962501181369,2.87480592174138,-0.6666657272406754,-1.3141127639371466,,
q_factor,all_seven_families_joint,70,0.7123254799430654,2.171070881127689,1.1326230989906845,0.7453403881242477,78.83363485217188,0.11622287873180938,documented_reconstruction,-0.11850331430709103,-0.3028465797092577,,,,,,,,,,,,,,,0.2582118382856482,1.2552134577749126,0.24777596126725931,2.51147112016904,-0.18387950617138812,-1.0380723958937097,,
liquidity,book_to_market,10,0.5415216919096264,0.5287416793902763,0.9618193109572455,0.9459903920750335,3.0623539682672254,0.6903731080206759,documented_reconstruction,0.04727200361626327,0.04384560255582162,,,,,0.4362454266473872,0.5780387194787187,0.29014953241075103,0.908203380265912,,,,,,,,,,,,,-0.5922278877526974,-0.6446891337669824
liquidity,earnings_to_price,10,1.7480390971299453,1.964997232066441,2.1683367161775644,0.9139894190837508,3.7042377743424617,0.5927334441357167,documented_reconstruction,-1.1792727224488568,-1.2584236773581818,,,,,0.9387305401034427,1.1919853918647136,0.1515694561865863,0.6187350464946941,,,,,,,,,,,,,0.0037929818803235094,0.003589945437295382
liquidity,equity_duration,10,1.0664779945891967,1.8625343347144216,1.4867756136368158,0.9310849237602097,2.6575080219395373,0.7526093275694015,documented_reconstruction,-0.5155215877916681,-0.8332653622473596,,,,,0.020785517232901785,0.047344245007537596,0.18048650125275656,0.7216526848044919,,,,,,,,,,,,,2.0160979888707624,1.3501581905123243
liquidity,inventory_growth,10,0.5565537262673753,0.5394218132951857,0.9768513453149944,0.5731301165476314,7.2043201822152065,0.2058828407007706,documented_reconstruction,0.03856900420685494,0.03532175720949205,,,,,0.4419794837826704,1.2031058807676933,0.683760935260765,2.314317617195861,,,,,,,,,,,,,0.37109990332137466,0.3861662147794243
liquidity,investment_to_assets,10,0.5190672687761517,0.7100824478830045,0.9393648878237708,0.8041059370317909,5.12321147542205,0.40102924414729263,documented_reconstruction,0.10461087916290013,0.13352028127144694,,,,,-0.11840954439431428,-0.2701531472232066,0.38574262716731167,1.6187904502940331,,,,,,,,,,,,,-1.1987241988142578,-1.0623742783608232
liquidity,long_term_reversal,10,0.28651325731823896,0.33539936493006345,0.706810876365858,0.8176776044662637,6.036559729422628,0.3026777383971316,documented_reconstruction,0.33920493103561844,0.37949270012586855,,,,,0.09106031668501091,0.24658099074884504,0.4169304336875519,1.190456341561954,,,,,,,,,,,,,0.5375449457168171,0.34696931659487384
liquidity,ppe_investment,10,-0.44614747251611975,-0.34527819652783637,-0.02584985346850066,0.7402979197802287,2.506037945686868,0.775585471210415,documented_reconstruction,1.030026848059651,0.7711849039095882,,,,,-1.1482677987799261,-1.2826179784283016,1.8809087387926018,2.2191457653179762,,,,,,,,,,,,,4.625204192232701,1.7198511824009823
liquidity,all_seven_families_joint,70,0.6844993518040402,2.1194633969811485,1.1047969708516594,0.749842834858032,78.7372785367007,0.11768341396084882,documented_reconstruction,-0.0890044894078828,-0.22787371001363776,,,,,0.1979756743279032,0.9775297488863053,0.3745321667200613,2.391490031459507,,,,,,,,,,,,,-0.03702623240748709,-0.08619393204699335
