portfolio_set,model,n_assets,n_months,n_factors,article_cross_sectional_fit,chi_square_statistic,chi_square_degrees_of_freedom,chi_square_asymptotic_p_value,root_mean_squared_pricing_error,mean_absolute_pricing_error,max_absolute_pricing_error,shanken_multiplier,pseudo_inverse_rcond,beta_matrix_rank,lambda_RM,shanken_t_RM,shanken_se_RM,article_constrained_fit,constrained_fit_applicable,mean_pricing_error,replication_status,lambda_FFR_innovation,shanken_t_FFR_innovation,shanken_se_FFR_innovation,lambda_TB_innovation,shanken_t_TB_innovation,shanken_se_TB_innovation,lambda_SMB,shanken_t_SMB,shanken_se_SMB,lambda_HML,shanken_t_HML,shanken_se_HML,lambda_UMD,shanken_t_UMD,shanken_se_UMD,lambda_RMW,shanken_t_RMW,shanken_se_RMW,lambda_CMA,shanken_t_CMA,shanken_se_CMA,lambda_ME,shanken_t_ME,shanken_se_ME,lambda_IA,shanken_t_IA,shanken_se_IA,lambda_ROE,shanken_t_ROE,shanken_se_ROE,lambda_LIQ,shanken_t_LIQ,shanken_se_LIQ
investment_to_assets,q_factor,10,504,4,0.7493240164977037,5.304070136120002,6,0.5054462779888507,0.06060924308129138,0.04402982754149397,0.1236663796634197,1.1179028265748567,1e-15,4,0.6187922497729528,2.9808216958286105,0.20759116542894746,-0.15743062976026012,True,0.0005645694220689446,documented_reconstruction,,,,,,,,,,,,,,,,,,,,,,-0.47888717788389173,-1.2449191979131262,0.3846733014372791,0.19516764139486897,1.9452685799592293,0.10032940613216478,-0.41989311730898926,-1.00793649972765,0.41658687568358393,,,
ppe_investment,q_factor,10,504,4,0.6730609280304022,10.608440648205509,6,0.10125849250593094,0.07878278547882919,0.0693071207371078,0.135478310916733,1.1579194533037698,1e-15,4,0.6012590475219655,2.9061249637003095,0.20689373479535259,-0.20239677022622415,True,-0.0006981643336400334,documented_reconstruction,,,,,,,,,,,,,,,,,,,,,,-0.21172756881960542,-0.7269638074625174,0.29124911948318993,0.37156136441944115,2.862992871416805,0.1297807508111493,-0.6215281837252488,-1.293762481806464,0.48040362312672485,,,
inventory_growth,q_factor,10,504,4,0.7114477125976795,5.956993052549862,6,0.4280249824615995,0.05675949320527923,0.04946754468689297,0.08338154821224597,1.0691305089489367,1e-15,4,0.6016885168969114,2.887770790860781,0.20835743570824097,-0.2716262399862812,True,-2.8725958157199694e-05,documented_reconstruction,,,,,,,,,,,,,,,,,,,,,,0.27386848048484,0.6997165721694086,0.39139916271489084,0.2923451993672439,2.2379429488487284,0.1306312118088783,-0.18126338536353817,-0.4342200989346426,0.4174458662974543,,,
all_seven_families_joint,q_factor,70,504,4,0.6867979266675955,81.45491169522637,66,0.09517403549552485,0.08319697978388264,0.06643039676612772,0.21639086092703158,1.0763190017036608,1e-15,4,0.6079724641094094,2.9385240076885073,0.20689722545015068,0.34919904063215634,True,0.0018200619997307686,documented_reconstruction,,,,,,,,,,,,,,,,,,,,,,0.08431529508186487,0.43794278451246266,0.19252582315228325,0.32718326473548115,3.008994532332835,0.1087350811773726,-0.19586372642928615,-1.0938956742719017,0.17905155951883006,,,
book_to_market,liquidity,10,504,4,0.9410693564668939,3.416559827231966,6,0.7550359143530249,0.03941140652536331,0.03198448411992143,0.09025620513640908,1.0737571727103068,1e-15,4,0.6068027699899129,2.9017493474976717,0.20911619072584275,0.8390656876176344,True,0.00023961803038624052,documented_reconstruction,,,,,,,0.17840516437560627,0.2654828522055252,0.6720025903499515,0.3840918607383551,1.3232316554666717,0.2902680412394572,,,,,,,,,,,,,,,,,,,-0.49476302300346076,-0.5480854807571429,0.9027114207075494
earnings_to_price,liquidity,10,504,4,0.8109813777703927,10.040512654691042,6,0.12295627873673884,0.06723069090334312,0.053555009615394576,0.11642214830326203,1.1078919851715763,1e-15,4,0.6245176282431938,2.965878140709342,0.21056752793418188,0.7364146810561533,True,0.0014096455867192714,documented_reconstruction,,,,,,,0.32009684851626674,0.46940411954772304,0.6819216857847012,0.49914617773291514,2.7058094276154523,0.184472037327772,,,,,,,,,,,,,,,,,,,-0.5764467996042049,-0.5719374810157807,1.0078842858495922
equity_duration,liquidity,10,504,4,0.8349678615508801,5.366865644675432,6,0.49769153170648384,0.06920032469750001,0.05505933838385864,0.13027791538412392,1.3814879810426386,1e-15,4,0.5743465878471155,2.734989762215343,0.20999953849256622,0.7590741162615591,True,0.0026178316787518418,documented_reconstruction,,,,,,,-0.5239593932789663,-1.3491673300145215,0.3883576051855086,0.40177445556042635,1.6750400411219128,0.23985961272383957,,,,,,,,,,,,,,,,,,,1.9345165531822675,1.2813503797504742,1.509748296604859
long_term_reversal,liquidity,10,504,4,0.8153676956767308,6.102106275417383,6,0.4118498996402255,0.059557124446148274,0.04373178005197226,0.11852392865188677,1.0903863314826578,1e-15,4,0.6288874002538147,2.909799467988221,0.21612740230811,0.7307136444606097,True,0.00015496794835482275,documented_reconstruction,,,,,,,-0.015838020770482047,-0.06988427553262191,0.22663210929458477,0.5122018806260248,2.1221534579147168,0.24135949203660687,,,,,,,,,,,,,,,,,,,0.5655919306409652,0.35863836798171156,1.5770536036730098
investment_to_assets,liquidity,10,504,4,0.782950565476823,5.009713285704647,6,0.5425679175390996,0.056398478728794485,0.04086256315247826,0.13257887444067068,1.2268472912108148,1e-15,4,0.6402344763318396,3.08130857516479,0.20778005860630155,0.551204702026805,True,0.0005978949133654598,documented_reconstruction,,,,,,,-0.362098906016301,-1.105725107248467,0.3274764257794265,0.47286651784500966,2.3015585410291286,0.20545491649044484,,,,,,,,,,,,,,,,,,,-1.2956359091632388,-1.1057716136792413,1.1717029928560572
ppe_investment,liquidity,10,504,4,0.7277538267948938,3.101692676923274,6,0.7959794004360484,0.07189087259293418,0.058563558711242455,0.12249160974647422,2.820494055131144,1e-15,4,0.577051488850731,2.7379788871962827,0.21075819523270226,0.14497995244831963,True,-0.000534371200431083,documented_reconstruction,,,,,,,-0.8673077301392316,-1.6384075428402627,0.5293601911986499,1.6810757965190377,2.6538272908939113,0.6334533533087553,,,,,,,,,,,,,,,,,,,4.1424291912624,1.8902498148355464,2.1914718143341254
inventory_growth,liquidity,10,504,4,0.5531518896839072,7.3972555311757455,6,0.2856654130258983,0.07063389520483855,0.0616242176863363,0.1154945790269144,1.1158213191491537,1e-15,4,0.6184342330247531,2.967618608428538,0.2083941080798912,0.4252005995234356,True,0.0004010655013461539,documented_reconstruction,,,,,,,0.3244467216316055,1.0043108725964403,0.32305407666534053,0.7051925604747087,2.4039370262382986,0.2933490157095338,,,,,,,,,,,,,,,,,,,0.1434156798344266,0.15577361152071345,0.920667361014201
all_seven_families_joint,liquidity,70,504,4,0.7134550579225271,81.76541958579004,66,0.09126277304135567,0.07956739420016662,0.062305981383638964,0.2353788321217552,1.0652411281743686,1e-15,4,0.615213840326896,2.9677884181651715,0.20729706894241826,0.6502169030712184,True,0.001176283592017899,documented_reconstruction,,,,,,,-0.03477640689930023,-0.185412688480732,0.18756217378787524,0.49159807581433723,3.1550552118890867,0.1558128282389053,,,,,,,,,,,,,,,,,,,-0.1106753417346027,-0.24899588874201475,0.44448662302723274
