portfolio_set,model,n_assets,n_months,n_factors,article_cross_sectional_fit,chi_square_statistic,chi_square_degrees_of_freedom,chi_square_asymptotic_p_value,root_mean_squared_pricing_error,mean_absolute_pricing_error,max_absolute_pricing_error,shanken_multiplier,pseudo_inverse_rcond,beta_matrix_rank,lambda_RM,shanken_t_RM,shanken_se_RM,article_constrained_fit,constrained_fit_applicable,mean_pricing_error,replication_status,lambda_FFR_innovation,shanken_t_FFR_innovation,shanken_se_FFR_innovation,lambda_TB_innovation,shanken_t_TB_innovation,shanken_se_TB_innovation,lambda_SMB,shanken_t_SMB,shanken_se_SMB,lambda_HML,shanken_t_HML,shanken_se_HML,lambda_UMD,shanken_t_UMD,shanken_se_UMD,lambda_RMW,shanken_t_RMW,shanken_se_RMW,lambda_CMA,shanken_t_CMA,shanken_se_CMA,lambda_ME,shanken_t_ME,shanken_se_ME,lambda_IA,shanken_t_IA,shanken_se_IA,lambda_ROE,shanken_t_ROE,shanken_se_ROE,lambda_LIQ,shanken_t_LIQ,shanken_se_LIQ
equity_duration,fama_french_5,10,504,5,0.9605303432673374,2.0163503312725055,5,0.8468780620048131,0.03381799847919375,0.024869596755140427,0.07834697602238205,1.4366190667040437,1e-15,5,0.43435496960616177,1.9554792500732159,0.22212200389745834,0.9068754977692809,True,-0.00013256938149918684,documented_reconstruction,,,,,,,1.0695524413329873,1.5592307984217366,0.6859487655166863,0.17417803615976724,0.6685888342738221,0.2605159213419233,,,,0.6355596947047182,1.3190020131708504,0.4818489193787107,0.38050959550176133,1.2484486853122239,0.30478593151515865,,,,,,,,,,,,
long_term_reversal,fama_french_5,10,504,5,0.8321578609854583,4.527535485223234,5,0.47620775958040973,0.05678532038119301,0.043260097643317105,0.10991394357718987,1.3922461442459482,1e-15,5,0.5348421728610576,2.005725746361899,0.26665767931193246,0.6766047731812257,True,0.0003263418883541425,documented_reconstruction,,,,,,,0.3908671762865603,0.6108908641227797,0.6398314318349374,0.7446063309994616,1.4952889117591361,0.4979682020937798,,,,0.7515528121461168,0.7117735356748641,1.0558875463577557,-0.19345280511703755,-0.39647821096061364,0.4879279611566227,,,,,,,,,,,,
investment_to_assets,fama_french_5,10,504,5,0.7745796651350526,5.274365021686498,5,0.3833219027842759,0.0574725167780086,0.05006467603986241,0.09804469595288823,1.1576039634560258,1e-15,5,0.669591479405147,3.0837173020412703,0.21713776388059636,-0.05372690342250319,True,1.5589868076737455e-05,documented_reconstruction,,,,,,,-0.24335988449568652,-0.8658958549275575,0.28104983192932187,0.7496256768547068,1.3053951448488383,0.5742519265624446,,,,-0.32191844124003666,-1.0334033572878307,0.3115128656877139,0.14284424848884175,1.169996386274325,0.12208947836472168,,,,,,,,,,,,
ppe_investment,fama_french_5,10,504,5,0.6795301236969132,10.363099762325016,5,0.06557691059010909,0.07800023054817358,0.06586892970463862,0.11784869366393891,1.1407851665026743,1e-15,5,0.6179382143988863,2.8652858659005145,0.215663721987711,-0.12913677237996368,True,-0.0007745779781854311,documented_reconstruction,,,,,,,-0.1073634212840816,-0.3242072258934792,0.33115678093910433,0.47896075156962303,0.6628429319354721,0.7225855907840472,,,,-0.5503215833243857,-1.756143635104868,0.31336934651790216,0.3430241067076185,2.360770518679588,0.14530175804613008,,,,,,,,,,,,
inventory_growth,fama_french_5,10,504,5,0.796896834194457,4.532158960088992,5,0.47559224435389846,0.047619469894475026,0.03795275741395288,0.0804733289763433,1.0904354933797387,1e-15,5,0.5770937202233124,2.7070940862905015,0.21317830183512276,-0.056024642265597224,True,1.343242573596526e-05,documented_reconstruction,,,,,,,-0.0629245050131159,-0.1822172974131876,0.3453267384952548,0.013990415232944753,0.030302100917450947,0.46169786283325615,,,,-0.21378459037144737,-0.8427246569620955,0.25368260985991664,0.3032841838022591,2.0591855915605497,0.14728355960009207,,,,,,,,,,,,
all_seven_families_joint,fama_french_5,70,504,5,0.7485492175724127,78.13614706008234,65,0.12711682844420966,0.0745322646873511,0.059474521290177086,0.17431344100563312,1.0652374712026418,1e-15,5,0.6120539897505164,2.954184104233217,0.20718207401951347,0.5486139479617749,True,0.0008236948501456223,documented_reconstruction,,,,,,,-0.04464115923565329,-0.23840265884569048,0.1872510963250117,0.4505745823596309,2.8912129232790775,0.15584275330666772,,,,-0.13010278917751,-0.9001187030472003,0.14453959098624317,0.24274864190859657,2.3090560895957903,0.10512894987799569,,,,,,,,,,,,
book_to_market,q_factor,10,504,4,0.9524727390902068,3.0269112346778506,6,0.8054616866639249,0.03539308444210769,0.027690938669990388,0.07565049476312802,1.0648307220494018,1e-15,4,0.5911773626126582,2.8429361206806267,0.20794605911550504,0.5616230889109998,True,-0.00014617416852180098,documented_reconstruction,,,,,,,,,,,,,,,,,,,,,,0.45388389595208056,0.8534429784221006,0.5318268559561529,0.14426316509714188,0.6367801066371083,0.22655099239674484,-0.46501433152434557,-1.2819969937823028,0.3627265381897691,,,
earnings_to_price,q_factor,10,504,4,0.878590675348949,6.224879738249206,6,0.3984763443537121,0.05387178991493507,0.044003376257785345,0.09945149672028386,1.1440787798216612,1e-15,4,0.5958527918318828,2.8146026379239153,0.2117005021608986,0.41576493356984523,True,0.00045646961180110244,documented_reconstruction,,,,,,,,,,,,,,,,,,,,,,0.7153019282735475,0.982983052244415,0.7276849042720733,0.4128018115737223,2.500207815278723,0.16510699992660538,-0.18779499475392525,-0.558425791711641,0.3362935550994366,,,
equity_duration,q_factor,10,504,4,0.949620924268382,2.597465799744622,6,0.8574041891609151,0.03820656941304436,0.031159812918731412,0.08582399705364074,1.3552326226456266,1e-15,4,0.5189767767179537,2.4530127738631213,0.21156709098609558,0.7541647612321856,True,1.9659262237059493e-05,documented_reconstruction,,,,,,,,,,,,,,,,,,,,,,1.1018471594280095,1.5880174319158635,0.6938507961456607,0.4565841375918816,2.4541782861969135,0.1860435894816026,0.5776845690861837,1.2282815924549444,0.47031932468480286,,,
long_term_reversal,q_factor,10,504,4,0.8042435938759638,6.249115585662232,6,0.3958705367282972,0.06132487290184998,0.0456625896159748,0.13146714640860957,1.1155880856834073,1e-15,4,0.6880069811020494,2.9395849279111763,0.23404902323775914,0.34339578918787683,True,6.70373454850992e-05,documented_reconstruction,,,,,,,,,,,,,,,,,,,,,,-0.24232944418129776,-0.28081555918600987,0.8629487799170729,0.2709090954712053,1.7671004345685484,0.15330712967503168,-0.46709235030970486,-0.5323914094053892,0.8773476469715867,,,
